route_id,time_s,provider,margin_dB,运输架次编号,保障主体
K000008,3665.389270019531,Q3-R001,7.195652056838711,Q3-T009,Q3-R002
K000008,3665.389270019531,Q3-R001,7.195652056838711,Q3-T009,Q3-R002
K000008,3678.533378352635,Q3-R001,7.100263728499272,Q3-T009,Q3-R002
K000008,3691.67748668574,Q3-R001,6.96402850021822,Q3-T009,Q3-R002
K000008,3705.071092574121,G01,0.0,Q3-T009,G01
K000008,3712.884701736477,G01,0.2600448178389456,Q3-T009,G01
K000008,3717.965703351949,G01,10.433381904802218,Q3-T009,G01
K000008,3967.703761680931,G01,30.717231343301734,Q3-T009,G01
K000008,3967.703761680931,G01,30.717231343301734,Q3-T009,G01
K000008,4159.840349205345,G01,45.92517525248826,Q3-T009,G01
K000009,3637.727670348657,G01,45.92517525248826,Q3-T010,G01
K000009,3735.811403258813,G01,34.89404750685925,Q3-T010,G01
K000009,3735.811403258813,G01,34.89404750685925,Q3-T010,G01
K000009,3999.1367824737385,G01,10.0,Q3-T010,G01
K000009,4024.8202323211663,G01,9.19402289634708,Q3-T010,G01
K000009,4026.186584693032,G01,9.153164969626502,Q3-T010,G01
K000009,4037.9569972785457,Q3-R001,10.531081188105858,Q3-T010,Q3-R002
K000009,4169.324646852343,Q3-R001,9.633887552350956,Q3-T010,Q3-R002
K000009,4208.734941724481,Q3-R001,8.141637059222376,Q3-T010,Q3-R002
K000009,4221.871706681861,Q3-R001,7.639070913475152,Q3-T010,Q3-R002
K000009,4274.418766511379,Q3-R001,5.730740419067388,Q3-T010,Q3-R002
K000009,4274.418766511379,Q3-R001,5.730740419067388,Q3-T010,Q3-R002
K000009,4299.921099580228,Q3-R001,5.709309833189451,Q3-T010,Q3-R002
K000009,4325.423432649074,Q3-R001,5.685855611691238,Q3-T010,Q3-R002
K000009,4325.423432649074,Q3-R001,5.685855611691238,Q3-T010,Q3-R002
K000009,4685.423432649074,Q3-R001,5.685855611691238,Q3-T010,Q3-R002
K000009,4685.423432649074,Q3-R001,5.685855611691238,Q3-T010,Q3-R002
K000009,4705.825299104154,Q3-R001,5.709309833189465,Q3-T010,Q3-R002
K000009,4726.22716555923,Q3-R001,5.730740419067388,Q3-T010,Q3-R002
K000009,4726.22716555923,Q3-R001,5.730740419067388,Q3-T010,Q3-R002
K000009,4778.77422538875,Q3-R001,7.639070913475223,Q3-T010,Q3-R002
K000009,4791.91099034613,Q3-R001,8.14163705922249,Q3-T010,Q3-R002
K000009,4831.32128521827,Q3-R001,9.633887552351084,Q3-T010,Q3-R002
K000009,4962.688934792066,Q3-R001,10.531081188105771,Q3-T010,Q3-R002
K000009,4974.459347377577,G01,9.153164969626516,Q3-T010,G01
K000009,4975.825699749445,G01,9.194022896347164,Q3-T010,G01
K000009,5001.50914959687,G01,10.0,Q3-T010,G01
K000009,5264.834528811795,G01,34.89404750685925,Q3-T010,G01
K000009,5264.834528811795,G01,34.89404750685925,Q3-T010,G01
K000009,5387.43919494949,G01,45.92517525248826,Q3-T010,G01
K000010,3823.905937610485,G01,45.92517525248826,Q3-T011,G01
K000010,3884.324022327282,G01,37.7955515486551,Q3-T011,G01
K000010,3884.324022327282,G01,37.7955515486551,Q3-T011,G01
K000010,4037.6060280573774,G01,14.692816863377558,Q3-T011,G01
K000010,4144.37784036777,G01,0.1152700292846304,Q3-T011,G01
K000010,4147.857901743751,G01,1.4210854715202004e-14,Q3-T011,G01
K000010,4300.410131192062,Q3-R001,1.4461275087250698,Q3-T011,Q3-R002
K000010,4352.42089480016,Q3-R001,0.7233463593014449,Q3-T011,Q3-R002
K000010,4378.426276604208,Q3-R001,0.3475985996355604,Q3-T011,Q3-R002
K000010,4378.426276604208,Q3-R001,0.3475985996355604,Q3-T011,Q3-R002
K000010,4378.426276604208,Q3-R001,0.3475985996355604,Q3-T011,Q3-R002
K000010,4414.207978264364,Q3-R001,0.3349273504995693,Q3-T011,Q3-R002
K000010,4414.207978264364,Q3-R001,0.3349273504995693,Q3-T011,Q3-R002
K000010,4624.207978264364,Q3-R001,0.3349273504995693,Q3-T011,Q3-R002
K000010,4624.207978264364,Q3-R001,0.3349273504995693,Q3-T011,Q3-R002
K000010,4654.026062981161,Q3-R001,0.3475985996355604,Q3-T011,Q3-R002
K000010,4654.026062981161,Q3-R001,0.3475985996355604,Q3-T011,Q3-R002
K000010,4680.03144478521,Q3-R001,0.7233463593014591,Q3-T011,Q3-R002
K000010,4732.042208393307,Q3-R001,1.446127508725084,Q3-T011,Q3-R002
K000010,4884.594437841617,G01,1.4210854715202004e-14,Q3-T011,G01
K000010,4888.0744992176,G01,0.1152700292846589,Q3-T011,G01
K000010,4994.84631152799,G01,14.692816863377544,Q3-T011,G01
K000010,5148.128317258087,G01,37.7955515486551,Q3-T011,G01
K000010,5148.128317258087,G01,37.7955515486551,Q3-T011,G01
K000010,5220.630018918243,G01,45.92517525248826,Q3-T011,G01
K000011,4142.306050013314,G01,45.92517525248826,Q3-T012,G01
K000011,4190.758253382455,G01,39.98283037714855,Q3-T012,G01
K000011,4190.758253382455,G01,39.98283037714855,Q3-T012,G01
K000011,4394.359827216787,G01,2.2410165102830177,Q3-T012,G01
K000011,4394.359827216787,G01,2.2410165102830177,Q3-T012,G01
K000011,4429.9824712597565,G01,2.24771385877267,Q3-T012,G01
K000011,4429.9824712597565,G01,2.24771385877267,Q3-T012,G01
K000011,4639.9824712597565,G01,2.24771385877267,Q3-T012,G01
K000011,4639.9824712597565,G01,2.24771385877267,Q3-T012,G01
K000011,4669.66800796223,G01,2.2410165102830177,Q3-T012,G01
K000011,4669.66800796223,G01,2.2410165102830177,Q3-T012,G01
K000011,4873.269581796562,G01,39.98283037714855,Q3-T012,G01
K000011,4873.269581796562,G01,39.98283037714855,Q3-T012,G01
K000011,4931.412225839531,G01,45.92517525248826,Q3-T012,G01
K000012,5196.613741916784,G01,45.92517525248826,Q3-T013,G01
K000012,5370.255397190222,G01,29.603583756332725,Q3-T013,G01
K000012,5370.255397190222,G01,29.603583756332725,Q3-T013,G01
K000012,5623.366183595875,G01,0.3063764414488048,Q3-T013,G01
K000012,5632.014927560165,G01,0.0178589696272126,Q3-T013,G01
K000012,5632.559668831527,G01,1.4210854715202004e-14,Q3-T013,G01
K000012,5645.102904078663,Q3-R001,6.601408788560846,Q3-T013,Q3-R002
K000012,5658.19088059716,Q3-R001,6.712543177256535,Q3-T013,Q3-R002
K000012,5710.542786671148,Q3-R001,6.763707815349207,Q3-T013,Q3-R002
K000012,5762.894692745137,Q3-R001,6.205946432920726,Q3-T013,Q3-R002
