route_id,time_s,direct_margin_dB,phase
K000002,480.0,45.92517525248826,爬升
K000002,490.59545952690974,65.70268977304471,爬升
K000002,501.19091905381947,51.58147388640762,爬升
K000002,511.78637858072915,46.46040845685677,爬升
K000002,522.3818381076389,43.26039317144625,爬升
K000002,532.9772976345486,40.92710782789834,爬升
K000002,543.5727571614583,39.08973610815727,爬升
K000002,554.168216688368,37.57398639129073,爬升
K000002,564.7636762152778,36.283859693523496,爬升
K000002,575.3591357421875,35.16080841557533,爬升
K000002,575.3591357421875,35.16080841557533,巡航
K000002,585.4740527337775,33.45049303047492,巡航
K000002,595.5889697253674,30.4913867144069,巡航
K000002,605.7038867169574,27.882443201847508,巡航
K000002,615.8188037085474,25.754641619664454,巡航
K000002,625.9337207001373,23.999500293604584,巡航
K000002,636.0486376917273,22.518646736147517,巡航
K000002,646.1635546833173,21.242874967419084,巡航
K000002,656.2784716749072,20.1245290675829,巡航
K000002,666.3933886664972,19.13015691872839,巡航
K000002,676.5083056580872,8.235637327797619,巡航
K000002,686.6232226496771,7.4231109815068095,巡航
K000002,696.7381396412671,6.679033801227121,巡航
K000002,706.8530566328571,5.99291422497474,巡航
K000002,716.967973624447,5.356472680202032,巡航
K000002,727.082890616037,4.763067693765379,巡航
K000002,737.197807607627,4.207294667416903,巡航
K000002,747.3127245992171,3.6846992403839636,巡航
K000002,757.427641590807,3.191568465773358,巡航
K000002,767.542558582397,2.7247759615016633,巡航
K000002,777.6574755739869,2.2816652335986305,巡航
K000002,787.7723925655769,1.8599604785582073,巡航
K000002,787.7723925655769,1.8599604785582073,下降
K000002,800.596852404444,1.8644530335272407,下降
K000002,813.4213122433113,1.8683888800624544,下降
K000002,813.4213122433113,1.8683888800624544,物资投送
K000002,823.5751583971575,1.8683888800624544,物资投送
K000002,833.7290045510035,1.8683888800624544,物资投送
K000002,843.8828507048497,1.8683888800624544,物资投送
K000002,854.0366968586959,1.8683888800624544,物资投送
K000002,864.190543012542,1.8683888800624544,物资投送
K000002,874.3443891663882,1.8683888800624544,物资投送
K000002,884.4982353202344,1.8683888800624544,物资投送
K000002,894.6520814740804,1.8683888800624544,物资投送
K000002,904.8059276279266,1.8683888800624544,物资投送
K000002,914.9597737817728,1.8683888800624544,物资投送
K000002,925.1136199356189,1.8683888800624544,物资投送
K000002,935.2674660894651,1.8683888800624544,物资投送
K000002,945.4213122433113,1.8683888800624544,物资投送
K000002,955.5751583971573,1.8683888800624544,物资投送
K000002,965.7290045510035,1.8683888800624544,物资投送
K000002,975.8828507048497,1.8683888800624544,物资投送
K000002,986.0366968586959,1.8683888800624544,物资投送
K000002,996.190543012542,1.8683888800624544,物资投送
K000002,1006.3443891663882,1.8683888800624544,物资投送
K000002,1016.4982353202342,1.8683888800624544,物资投送
K000002,1026.6520814740804,1.8683888800624544,物资投送
K000002,1036.8059276279266,1.8683888800624544,物资投送
K000002,1046.9597737817728,1.8683888800624544,物资投送
K000002,1057.1136199356188,1.8683888800624544,物资投送
K000002,1067.267466089465,1.8683888800624544,物资投送
K000002,1077.4213122433111,1.8683888800624544,物资投送
K000002,1087.5751583971573,1.8683888800624544,物资投送
K000002,1097.7290045510035,1.8683888800624544,物资投送
K000002,1107.8828507048497,1.8683888800624544,物资投送
K000002,1118.036696858696,1.8683888800624544,物资投送
K000002,1128.190543012542,1.8683888800624544,物资投送
K000002,1138.344389166388,1.8683888800624544,物资投送
K000002,1148.4982353202342,1.8683888800624544,物资投送
K000002,1158.6520814740804,1.8683888800624544,物资投送
K000002,1168.8059276279266,1.8683888800624544,物资投送
K000002,1178.9597737817726,1.8683888800624544,物资投送
K000002,1189.1136199356188,1.8683888800624544,物资投送
K000002,1199.267466089465,1.8683888800624544,物资投送
K000002,1209.4213122433111,1.8683888800624544,物资投送
K000002,1209.4213122433111,1.8683888800624544,爬升
K000002,1219.6808801144048,1.8644530335272407,爬升
K000002,1229.9404479854986,1.8599604785582073,爬升
K000002,1229.9404479854986,1.8599604785582073,巡航
K000002,1240.0553649770886,2.2816652335986305,巡航
K000002,1250.1702819686786,2.7247759615016776,巡航
K000002,1260.2851989602684,3.191568465773358,巡航
K000002,1270.4001159518584,3.684699240383978,巡航
K000002,1280.5150329434484,4.207294667416903,巡航
K000002,1290.6299499350384,4.763067693765379,巡航
K000002,1300.7448669266284,5.356472680202032,巡航
K000002,1310.8597839182185,5.992914224974754,巡航
K000002,1320.9747009098082,6.679033801227121,巡航
K000002,1331.0896179013982,7.423110981506795,巡航
K000002,1341.2045348929882,8.235637327797619,巡航
K000002,1351.3194518845783,19.130156918728403,巡航
K000002,1361.4343688761683,20.1245290675829,巡航
K000002,1371.549285867758,21.242874967419084,巡航
K000002,1381.664202859348,22.518646736147517,巡航
K000002,1391.779119850938,23.99950029360457,巡航
K000002,1401.894036842528,25.75464161966447,巡航
K000002,1412.008953834118,27.882443201847522,巡航
K000002,1422.1238708257079,30.491386714406858,巡航
K000002,1432.2387878172979,33.45049303047492,巡航
K000002,1442.3537048088879,35.16080841557533,巡航
K000002,1442.3537048088879,35.16080841557533,下降
K000002,1453.1899702341364,36.06857046488885,下降
K000002,1464.026235659385,37.08239503907504,下降
K000002,1474.8625010846335,38.23038652062942,下降
K000002,1485.6987665098823,39.553550798216364,下降
K000002,1496.5350319351307,41.11514359847337,下降
K000002,1507.3712973603795,43.02040010962624,下降
K000002,1518.207562785628,45.46454474519413,下降
K000002,1529.0438282108767,48.878129843619135,下降
K000002,1539.8800936361251,54.58187464359612,下降
K000002,1550.7163590613736,77.4782924208007,下降
K000002,1561.5526244866223,45.92517525248826,下降
K000004,390.0,45.92517525248826,爬升
K000004,400.3166086154514,61.157630927576356,爬升
K000004,410.6332172309028,49.50156691100689,爬升
K000004,420.9498258463542,44.697246336774896,爬升
K000004,431.2664344618056,41.62188638778976,爬升
K000004,441.58304307725695,39.355255817877534,爬升
K000004,451.89965169270835,37.559379771700435,爬升
K000004,462.21626030815975,36.07194999671199,爬升
K000004,472.53286892361115,34.80238318121856,爬升
K000004,482.84947753906255,33.69493697939956,爬升
K000004,493.16608615451395,32.71285605610147,爬升
K000004,503.4826947699653,31.83062157285397,爬升
K000004,513.7993033854167,31.029791679401228,爬升
K000004,524.1159120008681,30.29660470691462,爬升
K000004,534.4325206163195,29.620518300330517,爬升
K000004,544.7491292317709,28.993277511644692,爬升
K000004,544.7491292317709,28.993277511644692,巡航
K000004,554.7853075649964,28.521176489672825,巡航
K000004,564.8214858982218,27.351727700384146,巡航
K000004,574.8576642314473,25.910828016046366,巡航
K000004,584.8938425646727,24.464164062667976,巡航
K000004,594.9300208978982,23.115221511269596,巡航
K000004,604.9661992311236,21.888706624215047,巡航
K000004,615.0023775643491,20.780204119325788,巡航
K000004,625.0385558975745,19.776746128088647,巡航
K000004,635.0747342308,18.864259113161708,巡航
K000004,645.1109125640255,18.02995785070931,巡航
K000004,655.1470908972509,17.262906846525766,巡航
K000004,665.1832692304764,16.55395780485469,巡航
K000004,675.2194475637018,15.895506875655258,巡航
K000004,685.2556258969273,15.281229296134782,巡航
K000004,695.2918042301528,14.705842297922231,巡航
K000004,705.3279825633782,14.164907946706023,巡航
K000004,715.3641608966036,13.654674003360313,巡航
K000004,725.4003392298291,13.171946990290735,巡航
K000004,735.4365175630546,12.713991261014286,巡航
K000004,745.47269589628,12.278448628899696,巡航
K000004,755.5088742295055,1.8632741155094976,巡航
K000004,765.5450525627309,1.4666843153513298,巡航
K000004,775.5812308959564,1.0871156535497022,巡航
K000004,785.6174092291819,0.7231904311915258,巡航
K000004,795.6535875624073,0.37368903211046245,巡航
K000004,805.6897658956327,0.03752703212137476,巡航
K000004,815.7259442288582,-0.286263767776191,巡航
K000004,825.7621225620837,-0.5985511484161634,巡航
K000004,835.7983008953092,-0.9001157197818657,巡航
K000004,845.8344792285346,-1.1916620825192297,巡航
K000004,855.87065756176,-1.4738282800775124,巡航
K000004,865.9068358949855,-1.7471938422194455,巡航
K000004,875.943014228211,-2.0122866615476482,巡航
K000004,885.9791925614364,-2.26958889829487,巡航
K000004,896.0153708946618,-2.519542071991168,巡航
K000004,906.0515492278873,-2.7625514695378683,巡航
K000004,906.0515492278873,-2.7625514695378683,下降
K000004,916.7603220143457,-2.7591617134994095,下降
K000004,927.469094800804,-2.7559801766803957,下降
K000004,938.1778675872623,-2.7530073188914344,下降
K000004,948.8866403737206,-2.750243570495428,下降
K000004,959.5954131601791,-2.74768933220129,下降
K000004,970.3041859466374,-2.7453449748713723,下降
K000004,981.0129587330957,-2.743210839342879,下降
K000004,991.721731519554,-2.741287236263304,下降
K000004,1002.4305043060124,-2.739574445940306,下降
K000004,1002.4305043060124,-2.739574445940306,物资投送
K000004,1012.4305043060124,-2.739574445940306,物资投送
K000004,1022.4305043060124,-2.739574445940306,物资投送
K000004,1032.4305043060124,-2.739574445940306,物资投送
K000004,1042.4305043060124,-2.739574445940306,物资投送
K000004,1052.4305043060124,-2.739574445940306,物资投送
K000004,1062.4305043060124,-2.739574445940306,物资投送
K000004,1072.4305043060124,-2.739574445940306,物资投送
K000004,1082.4305043060124,-2.739574445940306,物资投送
K000004,1092.4305043060124,-2.739574445940306,物资投送
K000004,1102.4305043060124,-2.739574445940306,物资投送
K000004,1112.4305043060124,-2.739574445940306,物资投送
K000004,1122.4305043060124,-2.739574445940306,物资投送
K000004,1132.4305043060124,-2.739574445940306,物资投送
K000004,1142.4305043060124,-2.739574445940306,物资投送
K000004,1152.4305043060124,-2.739574445940306,物资投送
K000004,1162.4305043060124,-2.739574445940306,物资投送
K000004,1172.4305043060124,-2.739574445940306,物资投送
K000004,1182.4305043060124,-2.739574445940306,物资投送
K000004,1192.4305043060124,-2.739574445940306,物资投送
K000004,1202.4305043060124,-2.739574445940306,物资投送
K000004,1212.4305043060124,-2.739574445940306,物资投送
K000004,1222.4305043060124,-2.739574445940306,物资投送
K000004,1232.4305043060124,-2.739574445940306,物资投送
K000004,1242.4305043060124,-2.739574445940306,物资投送
K000004,1242.4305043060124,-2.739574445940306,爬升
K000004,1252.469978793317,-2.7415161632816876,爬升
K000004,1262.5094532806218,-2.743724647425182,爬升
K000004,1272.5489277679264,-2.746199491152325,爬升
K000004,1282.5884022552311,-2.748940238705032,爬升
K000004,1292.6278767425358,-2.7519463860643754,爬升
K000004,1302.6673512298405,-2.7552173812581486,爬升
K000004,1312.7068257171452,-2.758752624696868,爬升
K000004,1322.7463002044499,-2.7625514695378683,爬升
K000004,1322.7463002044499,-2.7625514695378683,巡航
K000004,1332.7824785376754,-2.519542071991168,巡航
K000004,1342.818656870901,-2.269588898294856,巡航
K000004,1352.8548352041262,-2.0122866615476482,巡航
K000004,1362.8910135373517,-1.7471938422194455,巡航
K000004,1372.9271918705772,-1.4738282800775124,巡航
K000004,1382.9633702038027,-1.1916620825192297,巡航
K000004,1392.9995485370282,-0.9001157197818657,巡航
K000004,1403.0357268702535,-0.5985511484161634,巡航
K000004,1413.071905203479,-0.286263767776191,巡航
K000004,1423.1080835367045,0.03752703212137476,巡航
K000004,1433.14426186993,0.37368903211046245,巡航
K000004,1443.1804402031553,0.7231904311915258,巡航
K000004,1453.2166185363808,1.0871156535497022,巡航
K000004,1463.2527968696063,1.4666843153513298,巡航
K000004,1473.2889752028318,1.8632741155094976,巡航
K000004,1483.3251535360573,12.278448628899696,巡航
K000004,1493.3613318692826,12.713991261014286,巡航
