index,N,E_kWh,T_s,B_sorties,C_sorties,patterns
263,4.0,14.830754566894782,8397.574752274646,2.0,2.0,P00288:1;P00291:1;P00316:1;P00326:1
264,3.0,12.632558869662008,6502.965087236584,1.0,2.0,P00288:1;P00291:1;P00356:1
265,4.0,12.596705026743148,8240.00670621345,3.0,1.0,P00288:1;P00294:1;P00307:1;P00335:1
266,4.0,12.624684826167435,8240.006706213448,3.0,1.0,P00288:1;P00294:1;P00314:1;P00326:1
267,3.0,12.740425195989726,6496.965087236584,1.0,2.0,P00288:1;P00294:1;P00355:1
268,4.0,12.545524038952806,8240.00670621345,3.0,1.0,P00288:1;P00300:1;P00307:1;P00329:1
269,4.0,12.602003908978439,8240.006706213448,3.0,1.0,P00288:1;P00300:1;P00309:1;P00326:1
270,3.0,12.644082955232687,6496.965087236584,1.0,2.0,P00288:1;P00300:1;P00351:1
271,4.0,14.841930379862548,8397.574752274646,2.0,2.0,P00288:1;P00302:1;P00307:1;P00326:1
272,3.0,12.62781630901878,6496.965087236584,1.0,2.0,P00288:1;P00302:1;P00349:1
273,3.0,12.647099966967488,6502.965087236584,1.0,2.0,P00288:1;P00307:1;P00344:1
274,3.0,10.428626304330287,6339.397041175385,2.0,1.0,P00288:1;P00309:1;P00342:1
275,3.0,10.493162288128149,6339.397041175385,2.0,1.0,P00288:1;P00314:1;P00337:1
276,3.0,12.62343445679888,6496.965087236584,1.0,2.0,P00288:1;P00316:1;P00335:1
277,3.0,12.65415696888802,6496.965087236584,1.0,2.0,P00288:1;P00320:1;P00329:1
278,3.0,12.681905473167067,6502.965087236584,1.0,2.0,P00288:1;P00321:1;P00326:1
279,2.0,10.498301662560504,4608.355422198521,0.0,2.0,P00288:1;P00361:1
280,5.0,14.940737952131423,10146.616371251512,4.0,1.0,P00289:1;P00291:2;P00307:1;P00326:1
281,4.0,12.726623881287653,8246.00670621345,3.0,1.0,P00289:1;P00291:2;P00349:1
282,4.0,12.73341784203552,8246.006706213448,3.0,1.0,P00289:1;P00291:1;P00307:1;P00335:1
283,4.0,12.761397641459807,8246.00670621345,3.0,1.0,P00289:1;P00291:1;P00314:1;P00326:1
284,3.0,12.877138011282096,6502.965087236584,1.0,2.0,P00289:1;P00291:1;P00355:1
285,4.0,12.781391512792691,8246.006706213448,3.0,1.0,P00289:1;P00300:1;P00307:1;P00326:1
286,3.0,10.567277441948923,6345.397041175385,2.0,1.0,P00289:1;P00300:1;P00349:1
287,3.0,10.608013908144539,6345.397041175385,2.0,1.0,P00289:1;P00307:1;P00342:1
288,3.0,10.554077531363903,6345.397041175385,2.0,1.0,P00289:1;P00314:1;P00335:1
289,3.0,12.890024442727904,6502.965087236584,1.0,2.0,P00289:1;P00320:1;P00326:1
290,2.0,10.682563540971483,4608.355422198521,0.0,2.0,P00289:1;P00360:1
291,4.0,12.816581446182445,8252.00670621345,3.0,1.0,P00291:2;P00307:1;P00333:1
292,4.0,12.591212610940783,8246.00670621345,3.0,1.0,P00291:2;P00309:1;P00332:1
293,4.0,14.750932108735984,8397.574752274646,2.0,2.0,P00291:2;P00311:1;P00331:1
294,4.0,12.59669421377468,8246.00670621345,3.0,1.0,P00291:2;P00312:1;P00329:1
295,4.0,12.930686739027182,8252.00670621345,3.0,1.0,P00291:2;P00313:1;P00326:1
296,3.0,10.836731983847187,6357.397041175386,2.0,1.0,P00291:2;P00354:1
297,4.0,12.633887399462663,8246.00670621345,3.0,1.0,P00291:1;P00294:1;P00307:1;P00332:1
298,4.0,12.584938712649512,8240.00670621345,3.0,1.0,P00291:1;P00294:1;P00309:1;P00331:1
299,4.0,12.55963109684905,8240.006706213448,3.0,1.0,P00291:1;P00294:1;P00311:1;P00329:1
300,4.0,12.69584887232219,8246.006706213448,3.0,1.0,P00291:1;P00294:1;P00312:1;P00326:1
301,3.0,10.542321662329803,6351.397041175385,2.0,1.0,P00291:1;P00294:1;P00353:1
302,4.0,14.769106458015875,8397.574752274646,2.0,2.0,P00291:1;P00296:1;P00307:1;P00331:1
303,4.0,12.535130657607061,8240.006706213448,3.0,1.0,P00291:1;P00296:1;P00309:1;P00329:1
304,4.0,14.800278712241044,8397.574752274646,2.0,2.0,P00291:1;P00296:1;P00311:1;P00326:1
305,3.0,12.612720675022157,6502.965087236584,1.0,2.0,P00291:1;P00296:1;P00352:1
306,4.0,12.637160490074901,8246.006706213448,3.0,1.0,P00291:1;P00297:1;P00307:1;P00329:1
307,4.0,12.693640360100535,8246.00670621345,3.0,1.0,P00291:1;P00297:1;P00309:1;P00326:1
308,3.0,12.73571940635478,6502.965087236584,1.0,2.0,P00291:1;P00297:1;P00351:1
309,4.0,13.009951998356941,8252.006706213448,3.0,1.0,P00291:1;P00298:1;P00307:1;P00326:1
310,3.0,10.795837927513173,6351.397041175385,2.0,1.0,P00291:1;P00298:1;P00349:1
311,3.0,10.928255168347883,6357.397041175385,2.0,1.0,P00291:1;P00307:1;P00341:1
312,3.0,10.546557560448441,6351.397041175386,2.0,1.0,P00291:1;P00309:1;P00340:1
313,3.0,12.61667490163448,6502.965087236584,1.0,2.0,P00291:1;P00311:1;P00339:1
314,3.0,10.564326334282903,6345.397041175385,2.0,1.0,P00291:1;P00312:1;P00337:1
315,3.0,10.723366628931279,6351.397041175385,2.0,1.0,P00291:1;P00313:1;P00335:1
316,3.0,10.63724113551083,6351.397041175386,2.0,1.0,P00291:1;P00314:1;P00333:1
317,3.0,12.660616829518395,6502.965087236584,1.0,2.0,P00291:1;P00316:1;P00332:1
318,3.0,12.632558869662008,6502.965087236584,1.0,2.0,P00291:1;P00317:1;P00331:1
319,3.0,10.577970673067444,6351.397041175385,2.0,1.0,P00291:1;P00318:1;P00329:1
320,4.0,12.627613501171393,8240.00670621345,3.0,1.0,P00294:2;P00307:1;P00331:1
321,4.0,10.393637700762579,8082.438660152251,4.0,0.0,P00294:2;P00309:1;P00329:1
322,4.0,12.658785755396561,8240.00670621345,3.0,1.0,P00294:2;P00311:1;P00326:1
323,3.0,10.471227718177676,6345.397041175386,2.0,1.0,P00294:2;P00352:1
324,4.0,12.577805446128941,8240.00670621345,3.0,1.0,P00294:1;P00296:1;P00307:1;P00329:1
325,4.0,12.634285316154571,8240.006706213448,3.0,1.0,P00294:1;P00296:1;P00309:1;P00326:1
326,3.0,12.676364362408819,6496.965087236584,1.0,2.0,P00294:1;P00296:1;P00351:1
327,4.0,12.736315148622415,8246.006706213448,3.0,1.0,P00294:1;P00297:1;P00307:1;P00326:1
328,3.0,10.522201077778647,6345.397041175385,2.0,1.0,P00294:1;P00297:1;P00349:1
329,3.0,10.589232348970324,6351.397041175386,2.0,1.0,P00294:1;P00307:1;P00340:1
330,3.0,10.45068150554801,6345.397041175385,2.0,1.0,P00294:1;P00309:1;P00339:1
331,3.0,10.527263217357275,6339.397041175385,2.0,1.0,P00294:1;P00311:1;P00337:1
332,3.0,10.488528762226288,6345.397041175386,2.0,1.0,P00294:1;P00312:1;P00335:1
333,3.0,10.454547088791047,6345.397041175385,2.0,1.0,P00294:1;P00314:1;P00332:1
334,3.0,12.654342931227124,6496.965087236584,1.0,2.0,P00294:1;P00316:1;P00331:1
335,3.0,10.441257857775074,6345.397041175386,2.0,1.0,P00294:1;P00317:1;P00329:1
336,3.0,10.677125331614956,6351.397041175385,2.0,1.0,P00294:1;P00318:1;P00326:1
337,2.0,8.55296882566598,4456.787376137323,1.0,1.0,P00294:1;P00358:1
338,4.0,14.818453061520934,8397.574752274646,2.0,2.0,P00296:2;P00307:1;P00326:1
339,3.0,12.604338990677165,6496.965087236584,1.0,2.0,P00296:2;P00349:1
340,3.0,12.634849250914371,6502.965087236584,1.0,2.0,P00296:1;P00307:1;P00339:1
341,3.0,10.502762778115285,6339.397041175385,2.0,1.0,P00296:1;P00309:1;P00337:1
342,3.0,12.592958602145142,6496.965087236584,1.0,2.0,P00296:1;P00311:1;P00335:1
343,3.0,12.589766147344259,6496.965087236584,1.0,2.0,P00296:1;P00314:1;P00331:1
344,3.0,12.604534876184672,6496.965087236584,1.0,2.0,P00296:1;P00316:1;P00329:1
345,3.0,12.681905473167067,6502.965087236584,1.0,2.0,P00296:1;P00317:1;P00326:1
346,2.0,10.51176773579068,4608.355422198521,0.0,2.0,P00296:1;P00357:1
347,3.0,10.604792610583127,6345.397041175385,2.0,1.0,P00297:1;P00307:1;P00337:1
348,3.0,10.486320250004631,6345.397041175385,2.0,1.0,P00297:1;P00309:1;P00335:1
349,3.0,10.457820179403285,6345.397041175385,2.0,1.0,P00297:1;P00314:1;P00329:1
350,3.0,12.763044578678146,6502.965087236584,1.0,2.0,P00297:1;P00316:1;P00326:1
351,2.0,10.564848881445371,4608.355422198521,0.0,2.0,P00297:1;P00356:1
352,3.0,10.80263188826104,6351.397041175386,2.0,1.0,P00298:1;P00307:1;P00335:1
353,3.0,10.830611687685325,6351.397041175385,2.0,1.0,P00298:1;P00314:1;P00326:1
354,2.0,10.946352057507616,4608.355422198521,0.0,2.0,P00298:1;P00355:1
355,3.0,10.657235006843713,6351.397041175386,2.0,1.0,P00300:1;P00307:1;P00333:1
356,3.0,10.431866171602053,6345.397041175385,2.0,1.0,P00300:1;P00309:1;P00332:1
357,3.0,12.591585669397253,6496.965087236584,1.0,2.0,P00300:1;P00311:1;P00331:1
358,3.0,10.437347774435946,6345.397041175386,2.0,1.0,P00300:1;P00312:1;P00329:1
359,3.0,10.77134029968845,6351.397041175385,2.0,1.0,P00300:1;P00313:1;P00326:1
360,2.0,8.677385544508455,4456.787376137323,1.0,1.0,P00300:1;P00354:1
361,3.0,12.67179264248616,6502.965087236584,1.0,2.0,P00302:1;P00307:1;P00332:1
362,3.0,12.622843955673009,6496.965087236584,1.0,2.0,P00302:1;P00309:1;P00331:1
363,3.0,12.597536339872548,6496.965087236584,1.0,2.0,P00302:1;P00311:1;P00329:1
364,3.0,12.733754115345686,6502.965087236584,1.0,2.0,P00302:1;P00312:1;P00326:1
365,2.0,10.580226905353301,4608.355422198521,0.0,2.0,P00302:1;P00353:1
366,3.0,12.662159450659907,6502.965087236584,1.0,2.0,P00303:1;P00307:1;P00331:1
367,3.0,10.428183650251093,6345.397041175385,2.0,1.0,P00303:1;P00309:1;P00329:1
368,3.0,12.693331704885075,6502.965087236584,1.0,2.0,P00303:1;P00311:1;P00326:1
369,2.0,10.50577366766619,4608.355422198521,0.0,2.0,P00303:1;P00352:1
370,3.0,10.637595417567692,6351.397041175386,2.0,1.0,P00304:1;P00307:1;P00329:1
371,3.0,10.694075287593323,6351.397041175385,2.0,1.0,P00304:1;P00309:1;P00326:1
372,2.0,10.736154333847571,4608.355422198521,0.0,2.0,P00304:1;P00351:1
373,2.0,8.579033545396701,4456.787376137323,1.0,1.0,P00309:1;P00346:1
374,2.0,10.528327362348687,4608.355422198521,0.0,2.0,P00311:1;P00345:1
375,2.0,10.538923702450626,4608.355422198521,0.0,2.0,P00312:1;P00344:1
376,2.0,8.597962695040298,4450.787376137323,1.0,1.0,P00313:1;P00342:1
377,2.0,8.748914857676267,4456.787376137323,1.0,1.0,P00314:1;P00341:1
378,2.0,10.615961779026055,4608.355422198521,0.0,2.0,P00316:1;P00340:1
379,2.0,10.498301662560504,4608.355422198521,0.0,2.0,P00317:1;P00339:1
380,2.0,8.54560279357567,4450.787376137323,1.0,1.0,P00318:1;P00337:1
381,2.0,10.765867936778928,4608.355422198521,0.0,2.0,P00320:1;P00333:1
382,2.0,10.51176773579068,4608.355422198521,0.0,2.0,P00321:1;P00332:1
383,2.0,10.564848881445371,4608.355422198521,0.0,2.0,P00322:1;P00331:1
384,2.0,8.647184719292964,4456.787376137323,1.0,1.0,P00323:1;P00329:1
