objective,LP_lower,integer_optimum,final_value,integrality_gap,integrality_gap_pct,final_gap,final_gap_pct,final_reaches_LP
N,16.394444444444446,18.0,18.0,1.6055555555555543,8.919753086419746,1.6055555555555543,8.919753086419746,False
E,57.35801831580177,59.03577746310044,59.13313308089389,1.6777591472986657,2.841936228158133,1.7751147650921197,3.001895337870513,False
T,30054.056478554383,32776.5167822769,32776.5167822769,2722.460303722517,8.306130641663,2722.460303722517,8.306130641663,False
