kind,route,relay,t0,t1
endpoint,K000015,Q3-R001,6397.654541250255,6397.654541250255
endpoint,K000015,Q3-R001,6410.8420312439075,6410.8420312439075
endpoint,K000015,Q3-R001,6424.0295212375595,6424.0295212375595
endpoint,K000015,Q3-R001,6437.2170112312115,6437.2170112312115
endpoint,K000015,Q3-R001,6450.404501224864,6450.404501224864
endpoint,K000015,Q3-R001,6463.591991218516,6463.591991218516
endpoint,K000015,Q3-R001,6476.779481212168,6476.779481212168
endpoint,K000015,Q3-R001,6489.9669712058185,6489.9669712058185
endpoint,K000015,Q3-R001,6489.9669712058185,6489.9669712058185
endpoint,K000015,Q3-R001,6489.96697120582,6489.96697120582
endpoint,K000015,Q3-R001,6532.451762770762,6532.451762770762
endpoint,K000015,Q3-R005,6574.936554335702,6574.936554335702
endpoint,K000015,Q3-R005,6574.936554335702,6574.936554335702
endpoint,K000015,Q3-R005,6574.9365543357035,6574.9365543357035
endpoint,K000015,Q3-R005,6970.936554335702,6970.936554335702
endpoint,K000015,Q3-R005,6970.936554335702,6970.936554335702
endpoint,K000015,Q3-R005,6970.9365543357035,6970.9365543357035
endpoint,K000015,Q3-R005,7004.924387587656,7004.924387587656
endpoint,K000015,Q3-R001,7038.9122208396075,7038.9122208396075
endpoint,K000015,Q3-R001,7038.9122208396075,7038.9122208396075
endpoint,K000015,Q3-R001,7038.912220839609,7038.912220839609
endpoint,K000015,Q3-R001,7052.099710833261,7052.099710833261
endpoint,K000015,Q3-R001,7065.287200826914,7065.287200826914
endpoint,K000015,Q3-R001,7078.474690820566,7078.474690820566
endpoint,K000015,Q3-R001,7091.662180814218,7091.662180814218
endpoint,K000015,Q3-R001,7104.849670807871,7104.849670807871
endpoint,K000015,Q3-R001,7118.037160801523,7118.037160801523
endpoint,K000015,Q3-R001,7131.224650795175,7131.224650795175
endpoint,K000015,Q3-R001,7144.412140788827,7144.412140788827
endpoint,K000015,Q3-R001,7157.599630782479,7157.599630782479
endpoint,K000015,Q3-R001,7170.787120776132,7170.787120776132
endpoint,K000013,Q3-R005,6495.590636706519,6495.590636706519
endpoint,K000013,Q3-R005,6508.706276813689,6508.706276813689
endpoint,K000013,Q3-R005,6521.82191692086,6521.82191692086
endpoint,K000013,Q3-R005,6534.93755702803,6534.93755702803
endpoint,K000013,Q3-R005,6548.0531971352,6548.0531971352
endpoint,K000013,Q3-R005,6561.1688372423705,6561.1688372423705
endpoint,K000013,Q3-R005,6574.28447734954,6574.28447734954
endpoint,K000013,Q3-R005,6587.40011745671,6587.40011745671
endpoint,K000013,Q3-R005,6600.51575756388,6600.51575756388
endpoint,K000013,Q3-R005,6600.51575756388,6600.51575756388
endpoint,K000013,Q3-R005,6600.5157575638805,6600.5157575638805
endpoint,K000013,Q3-R005,6625.807322505286,6625.807322505286
endpoint,K000013,Q3-R005,6625.807322505286,6625.807322505286
endpoint,K000013,Q3-R005,6625.807322505287,6625.807322505287
endpoint,K000013,Q3-R005,6865.807322505286,6865.807322505286
endpoint,K000013,Q3-R005,6865.807322505286,6865.807322505286
endpoint,K000013,Q3-R005,6865.807322505287,6865.807322505287
endpoint,K000013,Q3-R005,6886.883626623125,6886.883626623125
endpoint,K000013,Q3-R005,6886.883626623125,6886.883626623125
endpoint,K000013,Q3-R005,6886.883626623126,6886.883626623126
endpoint,K000013,Q3-R005,6899.999266730296,6899.999266730296
endpoint,K000013,Q3-R005,6913.114906837465,6913.114906837465
endpoint,K000013,Q3-R005,6926.2305469446355,6926.2305469446355
endpoint,K000013,Q3-R005,6939.346187051806,6939.346187051806
endpoint,K000013,Q3-R005,6952.461827158976,6952.461827158976
endpoint,K000013,Q3-R005,6965.577467266146,6965.577467266146
endpoint,K000013,Q3-R005,6978.693107373316,6978.693107373316
endpoint,K000013,Q3-R005,6991.808747480486,6991.808747480486
endpoint,K000017,Q3-R001,7863.496294887271,7863.496294887271
endpoint,K000017,Q3-R001,7876.584271405768,7876.584271405768
endpoint,K000017,Q3-R001,7889.672247924265,7889.672247924265
endpoint,K000017,Q3-R001,7902.760224442763,7902.760224442763
endpoint,K000017,Q3-R001,7915.84820096126,7915.84820096126
endpoint,K000017,Q3-R001,7928.936177479756,7928.936177479756
endpoint,K000017,Q3-R001,7942.0241539982535,7942.0241539982535
endpoint,K000017,Q3-R001,7955.112130516751,7955.112130516751
endpoint,K000017,Q3-R001,7968.200107035248,7968.200107035248
endpoint,K000017,Q3-R001,7981.288083553745,7981.288083553745
endpoint,K000017,Q3-R001,7994.376060072243,7994.376060072243
endpoint,K000017,Q3-R001,8007.46403659074,8007.46403659074
endpoint,K000017,Q3-R001,8020.552013109237,8020.552013109237
endpoint,K000017,Q3-R001,8033.639989627734,8033.639989627734
endpoint,K000017,Q3-R001,8046.727966146231,8046.727966146231
endpoint,K000017,Q3-R001,8059.815942664728,8059.815942664728
endpoint,K000017,Q3-R001,8072.903919183225,8072.903919183225
endpoint,K000017,Q3-R001,8072.903919183227,8072.903919183227
endpoint,K000017,Q3-R001,8072.903919183227,8072.903919183227
endpoint,K000017,Q3-R001,8102.677804274372,8102.677804274372
endpoint,K000017,Q3-R001,8132.451689365517,8132.451689365517
endpoint,K000017,Q3-R001,8162.225574456663,8162.225574456663
endpoint,K000017,Q3-R001,8162.225574456665,8162.225574456665
endpoint,K000017,Q3-R001,8162.225574456665,8162.225574456665
endpoint,K000017,Q3-R001,8372.225574456663,8372.225574456663
endpoint,K000017,Q3-R001,8372.225574456665,8372.225574456665
endpoint,K000017,Q3-R001,8372.225574456665,8372.225574456665
endpoint,K000017,Q3-R001,8397.03714536595,8397.03714536595
endpoint,K000017,Q3-R001,8421.848716275239,8421.848716275239
endpoint,K000017,Q3-R001,8446.660287184528,8446.660287184528
endpoint,K000017,Q3-R001,8446.66028718453,8446.66028718453
endpoint,K000017,Q3-R001,8446.66028718453,8446.66028718453
endpoint,K000017,Q3-R001,8459.748263703024,8459.748263703024
endpoint,K000017,Q3-R001,8472.83624022152,8472.83624022152
endpoint,K000017,Q3-R001,8485.924216740019,8485.924216740019
endpoint,K000017,Q3-R001,8499.012193258517,8499.012193258517
endpoint,K000017,Q3-R001,8512.100169777013,8512.100169777013
endpoint,K000017,Q3-R001,8525.18814629551,8525.18814629551
endpoint,K000017,Q3-R001,8538.276122814008,8538.276122814008
endpoint,K000017,Q3-R006,8551.364099332506,8551.364099332506
endpoint,K000017,Q3-R006,8564.452075851003,8564.452075851003
endpoint,K000017,Q3-R006,8577.540052369499,8577.540052369499
endpoint,K000017,Q3-R006,8590.628028887997,8590.628028887997
endpoint,K000017,Q3-R006,8603.716005406495,8603.716005406495
endpoint,K000017,Q3-R006,8616.803981924992,8616.803981924992
endpoint,K000017,Q3-R006,8629.891958443488,8629.891958443488
endpoint,K000017,Q3-R006,8642.979934961986,8642.979934961986
endpoint,K000017,Q3-R006,8656.067911480484,8656.067911480484
endpoint,K000018,Q3-R001,7985.3855602967515,7985.3855602967515
endpoint,K000018,Q3-R001,7998.424062442716,7998.424062442716
endpoint,K000018,Q3-R001,8011.462564588681,8011.462564588681
endpoint,K000018,Q3-R001,8024.501066734645,8024.501066734645
endpoint,K000018,Q3-R001,8037.53956888061,8037.53956888061
endpoint,K000018,Q3-R001,8050.578071026575,8050.578071026575
endpoint,K000018,Q3-R001,8063.616573172539,8063.616573172539
endpoint,K000018,Q3-R001,8063.616573172539,8063.616573172539
endpoint,K000018,Q3-R001,8063.61657317254,8063.61657317254
endpoint,K000018,Q3-R001,8096.469295340508,8096.469295340508
endpoint,K000018,Q3-R001,8129.322017508476,8129.322017508476
endpoint,K000018,Q3-R001,8129.322017508476,8129.322017508476
endpoint,K000018,Q3-R001,8129.322017508477,8129.322017508477
endpoint,K000018,Q3-R001,8525.322017508475,8525.322017508475
endpoint,K000018,Q3-R001,8525.322017508475,8525.322017508475
endpoint,K000018,Q3-R001,8525.322017508477,8525.322017508477
endpoint,K000018,Q3-R001,8551.604195242853,8551.604195242853
endpoint,K000018,Q3-R006,8577.886372977226,8577.886372977226
endpoint,K000018,Q3-R006,8577.886372977226,8577.886372977226
endpoint,K000018,Q3-R006,8577.886372977227,8577.886372977227
endpoint,K000018,Q3-R006,8590.924875123192,8590.924875123192
endpoint,K000018,Q3-R006,8603.963377269156,8603.963377269156
endpoint,K000018,Q3-R006,8617.001879415122,8617.001879415122
endpoint,K000018,Q3-R006,8630.040381561086,8630.040381561086
endpoint,K000018,Q3-R006,8643.07888370705,8643.07888370705
endpoint,K000018,Q3-R006,8656.117385853016,8656.117385853016
