pattern,zone,vehicle,nbox,mass,volume,combinations,ub,prep_load_s,handoff_s,operation_s,battery,rho_crit,energy,horizontal_energy,climb_energy,out_s,back_s,fly_s,counts
P00001,S001,A,1,14.0,0.027,8,8,330.0,180.0,1190.9069627433817,4.5,0.7289905357101161,1.2195425893044773,1.1497374831495057,0.06980510615497167,338.57681470502416,342.33014803835744,680.9069627433817,"{""S001:T3"": 1}"
P00002,S001,B,1,14.0,0.027,8,8,330.0,180.0,1089.1061758262158,4.0,0.7482528485808796,1.0069886056764816,0.9416194441401589,0.0653691615363227,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T3"": 1}"
P00003,S001,C,1,14.0,0.027,8,8,330.0,216.0,1164.1750458620231,8.0,0.7515402254649933,1.9876781962800534,1.9179618090174546,0.06971638726259868,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T3"": 1}"
P00004,S001,B,2,28.0,0.054,28,4,360.0,210.0,1149.1061758262158,4.0,0.6948913916721438,1.220434433311425,1.147363390281216,0.07307104303020902,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T3"": 2}"
P00005,S001,C,2,28.0,0.054,28,4,360.0,252.0,1230.1750458620231,8.0,0.740657870784402,2.074737033724784,1.997318764968299,0.077418268756485,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T3"": 2}"
P00006,S001,C,3,42.0,0.081,56,2,390.0,288.0,1296.1750458620231,8.0,0.7241776109050189,2.206579112759849,2.121458962509478,0.0851201502503713,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T3"": 3}"
P00007,S001,C,4,56.0,0.108,70,2,420.0,324.0,1362.1750458620231,8.0,0.6993674925745017,2.4050600594039864,2.3122380276597285,0.09282203174425764,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T3"": 4}"
P00008,S001,C,5,70.0,0.135,56,1,450.0,360.0,1428.1750458620231,8.0,0.6599461370338009,2.7204309037295924,2.6199069904914483,0.10052391323814394,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T3"": 5}"
P00009,S001,A,1,8.0,0.028,3,3,330.0,180.0,1190.9069627433817,4.5,0.7363105460388388,1.1866025428252254,1.1200982430247763,0.06650429980044896,338.57681470502416,342.33014803835744,680.9069627433817,"{""S001:T2"": 1}"
P00010,S001,B,1,8.0,0.028,3,3,330.0,180.0,1089.1061758262158,4.0,0.7594975371024748,0.9620098515901009,0.8999414964083009,0.06206835518179999,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T2"": 1}"
P00011,S001,C,1,8.0,0.028,3,3,330.0,216.0,1164.1750458620231,8.0,0.7547384030811446,1.9620927753508435,1.8956771944427675,0.06641558090807598,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T2"": 1}"
P00012,S001,A,2,22.0,0.055,24,3,360.0,210.0,1250.9069627433817,4.5,0.7150302762262059,1.2823637569820736,1.2081575756877383,0.07420618129433527,338.57681470502416,342.33014803835744,680.9069627433817,"{""S001:T2"": 1, ""S001:T3"": 1}"
P00013,S001,B,2,22.0,0.055,24,3,360.0,210.0,1149.1061758262158,4.0,0.7242472794898659,1.1030108820405364,1.0332406453648502,0.06977023667568631,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T2"": 1, ""S001:T3"": 1}"
P00014,S001,C,2,22.0,0.055,24,3,360.0,252.0,1230.1750458620231,8.0,0.7459212951109375,2.0326296391124994,1.958512176710537,0.07411746240196229,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T2"": 1, ""S001:T3"": 1}"
P00015,S001,C,3,36.0,0.082,84,3,390.0,288.0,1296.1750458620231,8.0,0.7320489415604572,2.143608467516342,2.0617891236204935,0.0818193438958486,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T2"": 1, ""S001:T3"": 2}"
P00016,S001,C,4,50.0,0.109,168,2,420.0,324.0,1362.1750458620231,8.0,0.7113043877898662,2.3095648976810703,2.2200436722913355,0.08952122538973492,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T2"": 1, ""S001:T3"": 3}"
P00017,S001,C,5,64.0,0.136,210,2,450.0,360.0,1428.1750458620231,8.0,0.6792981792393071,2.5656145660855434,2.4683914592019223,0.09722310688362124,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T2"": 1, ""S001:T3"": 4}"
P00018,S001,C,6,78.0,0.163,168,1,480.0,396.0,1494.1750458620231,8.0,0.6255235455552258,2.9958116355581934,2.890886647180686,0.10492498837750754,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T2"": 1, ""S001:T3"": 5}"
P00019,S001,A,2,16.0,0.056,3,1,360.0,210.0,1250.9069627433817,4.5,0.7259849969999873,1.233067513500057,1.1621621385602445,0.07090537493981257,338.57681470502416,342.33014803835744,680.9069627433817,"{""S001:T2"": 2}"
P00020,S001,B,2,16.0,0.056,3,1,360.0,210.0,1149.1061758262158,4.0,0.7433830619487685,1.0264677522049264,0.9599983218837627,0.0664694303211636,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T2"": 2}"
P00021,S001,C,2,16.0,0.056,3,1,360.0,252.0,1230.1750458620231,8.0,0.7502796185452298,1.9977630516381617,1.926946395590722,0.07081665604743959,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T2"": 2}"
P00022,S001,C,3,30.0,0.083,24,1,390.0,288.0,1296.1750458620231,8.0,0.7386864135905693,2.0905086912754456,2.0119901537341196,0.0785185375413259,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T2"": 2, ""S001:T3"": 1}"
P00023,S001,C,4,44.0,0.11,84,1,420.0,324.0,1362.1750458620231,8.0,0.7212378336235672,2.230097331011463,2.1438769119762506,0.08622041903521221,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T2"": 2, ""S001:T3"": 2}"
P00024,S001,C,5,58.0,0.137,168,1,450.0,360.0,1428.1750458620231,8.0,0.6948497849448505,2.441201720441196,2.3472794199120974,0.09392230052909852,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T2"": 2, ""S001:T3"": 3}"
P00025,S001,C,6,72.0,0.164,210,1,480.0,396.0,1494.1750458620231,8.0,0.6524135403106405,2.7806916775148762,2.6790674954918914,0.10162418202298484,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T2"": 2, ""S001:T3"": 4}"
P00026,S001,C,3,24.0,0.084,1,1,390.0,288.0,1296.1750458620231,8.0,0.7442712177453337,2.0458302580373307,1.9706125268505275,0.0752177311868032,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T2"": 3}"
P00027,S001,C,4,38.0,0.111,8,1,420.0,324.0,1362.1750458620231,8.0,0.7295731908987982,2.163414472809614,2.0804948601289244,0.08291961268068951,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T2"": 3, ""S001:T3"": 1}"
P00028,S001,C,5,52.0,0.138,28,1,450.0,360.0,1428.1750458620231,8.0,0.7075723444636621,2.3394212442907034,2.2487997501161274,0.09062149417457582,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T2"": 3, ""S001:T3"": 2}"
P00029,S001,C,6,66.0,0.165,56,1,480.0,396.0,1494.1750458620231,8.0,0.6733301225477896,2.6133590196176835,2.515035643949221,0.09832337566846215,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T2"": 3, ""S001:T3"": 3}"
P00030,S001,C,7,80.0,0.192,70,1,510.0,432.0,1560.1750458620231,8.0,0.6147824291189079,3.0817405670487363,2.9757153098863878,0.10602525716234845,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T2"": 3, ""S001:T3"": 4}"
P00031,S001,A,1,6.0,0.035,2,2,330.0,180.0,1190.9069627433817,4.5,0.7382020784603023,1.1780906469286396,1.1126866159130315,0.06540403101560806,338.57681470502416,342.33014803835744,680.9069627433817,"{""S001:T1"": 1}"
P00032,S001,B,1,6.0,0.035,2,2,330.0,180.0,1089.1061758262158,4.0,0.7622657540204665,0.9509369839181343,0.8899688975211753,0.0609680863969591,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T1"": 1}"
P00033,S001,C,1,6.0,0.035,2,2,330.0,216.0,1164.1750458620231,8.0,0.7555970554531589,1.9552235563747289,1.8899082442514938,0.06531531212323508,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1}"
P00034,S001,B,2,20.0,0.062,16,2,360.0,210.0,1149.1061758262158,4.0,0.731501073093876,1.073995707624496,1.0053257397336506,0.06866996789084541,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T1"": 1, ""S001:T3"": 1}"
P00035,S001,C,2,20.0,0.062,16,2,360.0,252.0,1230.1750458620231,8.0,0.7474712865193069,2.0202297078455445,1.9472125142284231,0.07301719361712139,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T3"": 1}"
P00036,S001,C,3,34.0,0.089,56,2,390.0,288.0,1296.1750458620231,8.0,0.7343882092626164,2.124894325899069,2.044175250788061,0.0807190751110077,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T3"": 2}"
P00037,S001,C,4,48.0,0.116,112,2,420.0,324.0,1362.1750458620231,8.0,0.7148152154644616,2.2814782762843073,2.193057319679413,0.08842095660489402,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T3"": 3}"
P00038,S001,C,5,62.0,0.14300000000000002,140,2,450.0,360.0,1428.1750458620231,8.0,0.6848481009521692,2.521215192382646,2.4250923542838656,0.09612283809878032,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T3"": 4}"
P00039,S001,C,6,76.0,0.17,112,1,480.0,396.0,1494.1750458620231,8.0,0.6352970561860677,2.9176235505114585,2.813798830918792,0.10382471959266666,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T3"": 5}"
P00040,S001,B,2,14.0,0.063,6,2,360.0,210.0,1149.1061758262158,4.0,0.7482528485808796,1.0069886056764816,0.9416194441401589,0.0653691615363227,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T1"": 1, ""S001:T2"": 1}"
P00041,S001,C,2,14.0,0.063,6,2,360.0,252.0,1230.1750458620231,8.0,0.7515402254649933,1.9876781962800534,1.9179618090174546,0.06971638726259868,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T2"": 1}"
P00042,S001,C,3,28.0,0.09,48,2,390.0,288.0,1296.1750458620231,8.0,0.740657870784402,2.074737033724784,1.997318764968299,0.077418268756485,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T2"": 1, ""S001:T3"": 1}"
P00043,S001,C,4,42.0,0.117,168,2,420.0,324.0,1362.1750458620231,8.0,0.7241776109050189,2.206579112759849,2.121458962509478,0.0851201502503713,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T2"": 1, ""S001:T3"": 2}"
P00044,S001,C,5,56.0,0.14400000000000002,336,2,450.0,360.0,1428.1750458620231,8.0,0.6993674925745017,2.4050600594039864,2.3122380276597285,0.09282203174425764,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T2"": 1, ""S001:T3"": 3}"
P00045,S001,C,6,70.0,0.171,420,2,480.0,396.0,1494.1750458620231,8.0,0.6599461370338009,2.7204309037295924,2.6199069904914483,0.10052391323814394,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T2"": 1, ""S001:T3"": 4}"
P00046,S001,C,3,22.0,0.091,6,1,390.0,288.0,1296.1750458620231,8.0,0.7459212951109375,2.0326296391124994,1.958512176710537,0.07411746240196229,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T2"": 2}"
P00047,S001,C,4,36.0,0.11800000000000001,48,1,420.0,324.0,1362.1750458620231,8.0,0.7320489415604572,2.143608467516342,2.0617891236204935,0.0818193438958486,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T2"": 2, ""S001:T3"": 1}"
P00048,S001,C,5,50.0,0.14500000000000002,168,1,450.0,360.0,1428.1750458620231,8.0,0.7113043877898662,2.3095648976810703,2.2200436722913355,0.08952122538973492,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T2"": 2, ""S001:T3"": 2}"
P00049,S001,C,6,64.0,0.17200000000000001,336,1,480.0,396.0,1494.1750458620231,8.0,0.6792981792393071,2.5656145660855434,2.4683914592019223,0.09722310688362124,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T2"": 2, ""S001:T3"": 3}"
P00050,S001,C,7,78.0,0.199,420,1,510.0,432.0,1560.1750458620231,8.0,0.6255235455552258,2.9958116355581934,2.890886647180686,0.10492498837750754,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T2"": 2, ""S001:T3"": 4}"
P00051,S001,C,4,30.0,0.11900000000000001,2,1,420.0,324.0,1362.1750458620231,8.0,0.7386864135905693,2.0905086912754456,2.0119901537341196,0.0785185375413259,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T2"": 3}"
P00052,S001,C,5,44.0,0.14600000000000002,16,1,450.0,360.0,1428.1750458620231,8.0,0.7212378336235672,2.230097331011463,2.1438769119762506,0.08622041903521221,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T2"": 3, ""S001:T3"": 1}"
P00053,S001,C,6,58.0,0.17300000000000001,56,1,480.0,396.0,1494.1750458620231,8.0,0.6948497849448505,2.441201720441196,2.3472794199120974,0.09392230052909852,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T2"": 3, ""S001:T3"": 2}"
P00054,S001,C,7,72.0,0.2,112,1,510.0,432.0,1560.1750458620231,8.0,0.6524135403106405,2.7806916775148762,2.6790674954918914,0.10162418202298484,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 1, ""S001:T2"": 3, ""S001:T3"": 3}"
P00055,S001,B,2,12.0,0.07,1,1,360.0,210.0,1149.1061758262158,4.0,0.7525244413696783,0.9899022345212865,0.9256333417698046,0.0642688927514818,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T1"": 2}"
P00056,S001,C,2,12.0,0.07,1,1,360.0,252.0,1230.1750458620231,8.0,0.7527050022493831,1.9783599820049353,1.9097438635271775,0.06861611847775778,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2}"
P00057,S001,C,3,26.0,0.097,8,1,390.0,288.0,1296.1750458620231,8.0,0.7425179932098365,2.059856054321308,1.983538054349664,0.0763179999716441,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T3"": 1}"
P00058,S001,C,4,40.0,0.124,28,1,420.0,324.0,1362.1750458620231,8.0,0.7269525520042659,2.184379583965873,2.1003597025003424,0.08401988146553041,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T3"": 2}"
P00059,S001,C,5,54.0,0.15100000000000002,56,1,450.0,360.0,1428.1750458620231,8.0,0.7036004027610723,2.3711967779114214,2.2794750149520047,0.09172176295941672,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T3"": 3}"
P00060,S001,C,6,68.0,0.178,70,1,480.0,396.0,1494.1750458620231,8.0,0.6668974071169526,2.6648207430643795,2.5653970986110766,0.09942364445330304,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T3"": 4}"
P00061,S001,C,3,20.0,0.098,3,1,390.0,288.0,1296.1750458620231,8.0,0.7474712865193069,2.0202297078455445,1.9472125142284231,0.07301719361712139,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T2"": 1}"
P00062,S001,C,4,34.0,0.125,24,1,420.0,324.0,1362.1750458620231,8.0,0.7343882092626164,2.124894325899069,2.044175250788061,0.0807190751110077,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T2"": 1, ""S001:T3"": 1}"
P00063,S001,C,5,48.0,0.15200000000000002,84,1,450.0,360.0,1428.1750458620231,8.0,0.7148152154644616,2.2814782762843073,2.193057319679413,0.08842095660489402,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T2"": 1, ""S001:T3"": 2}"
P00064,S001,C,6,62.0,0.179,168,1,480.0,396.0,1494.1750458620231,8.0,0.6848481009521692,2.521215192382646,2.4250923542838656,0.09612283809878032,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T2"": 1, ""S001:T3"": 3}"
P00065,S001,C,7,76.0,0.20600000000000002,210,1,510.0,432.0,1560.1750458620231,8.0,0.6352970561860677,2.9176235505114585,2.813798830918792,0.10382471959266666,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T2"": 1, ""S001:T3"": 4}"
P00066,S001,C,4,28.0,0.126,3,1,420.0,324.0,1362.1750458620231,8.0,0.740657870784402,2.074737033724784,1.997318764968299,0.077418268756485,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T2"": 2}"
P00067,S001,C,5,42.0,0.15300000000000002,24,1,450.0,360.0,1428.1750458620231,8.0,0.7241776109050189,2.206579112759849,2.121458962509478,0.0851201502503713,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T2"": 2, ""S001:T3"": 1}"
P00068,S001,C,6,56.0,0.18,84,1,480.0,396.0,1494.1750458620231,8.0,0.6993674925745017,2.4050600594039864,2.3122380276597285,0.09282203174425764,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T2"": 2, ""S001:T3"": 2}"
P00069,S001,C,7,70.0,0.20700000000000002,168,1,510.0,432.0,1560.1750458620231,8.0,0.6599461370338009,2.7204309037295924,2.6199069904914483,0.10052391323814394,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T2"": 2, ""S001:T3"": 3}"
P00070,S001,C,5,36.0,0.15400000000000003,1,1,450.0,360.0,1428.1750458620231,8.0,0.7320489415604572,2.143608467516342,2.0617891236204935,0.0818193438958486,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T2"": 3}"
P00071,S001,C,6,50.0,0.181,8,1,480.0,396.0,1494.1750458620231,8.0,0.7113043877898662,2.3095648976810703,2.2200436722913355,0.08952122538973492,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T2"": 3, ""S001:T3"": 1}"
P00072,S001,C,7,64.0,0.20800000000000002,28,1,510.0,432.0,1560.1750458620231,8.0,0.6792981792393071,2.5656145660855434,2.4683914592019223,0.09722310688362124,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T2"": 3, ""S001:T3"": 2}"
P00073,S001,C,8,78.0,0.23500000000000001,56,1,540.0,468.0,1626.1750458620231,8.0,0.6255235455552258,2.9958116355581934,2.890886647180686,0.10492498837750754,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T1"": 2, ""S001:T2"": 3, ""S001:T3"": 3}"
P00074,S001,A,1,3.0,0.012,2,2,330.0,180.0,1190.9069627433817,4.5,0.7404864969740002,1.1678107636169994,1.1040571357786528,0.06375362783834669,338.57681470502416,342.33014803835744,680.9069627433817,"{""S001:T0"": 1}"
P00075,S001,B,1,3.0,0.012,2,2,330.0,180.0,1089.1061758262158,4.0,0.7655275119875338,0.9378899520498651,0.8785722688301674,0.059317683219697735,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T0"": 1}"
P00076,S001,C,1,3.0,0.012,2,2,330.0,216.0,1164.1750458620231,8.0,0.7566558860359751,1.9467529117121987,1.883088002766225,0.06366490894597372,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1}"
P00077,S001,A,2,17.0,0.039,16,2,360.0,210.0,1250.9069627433817,4.5,0.7243684174252197,1.2403421215865111,1.168886612254278,0.07145550933223302,338.57681470502416,342.33014803835744,680.9069627433817,"{""S001:T0"": 1, ""S001:T3"": 1}"
P00078,S001,B,2,17.0,0.039,16,2,360.0,210.0,1149.1061758262158,4.0,0.7406994694601339,1.0372021221594647,0.9701825574458807,0.06701956471358406,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T0"": 1, ""S001:T3"": 1}"
P00079,S001,C,2,17.0,0.039,16,2,360.0,252.0,1230.1750458620231,8.0,0.7496135334369678,2.003091732504258,1.931724942064398,0.07136679043986004,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T3"": 1}"
P00080,S001,C,3,31.0,0.066,56,2,390.0,288.0,1296.1750458620231,8.0,0.737657356901323,2.0987411447894164,2.01967247285567,0.07906867193374635,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T3"": 2}"
P00081,S001,C,4,45.0,0.093,112,2,420.0,324.0,1362.1750458620231,8.0,0.7197025011897364,2.2423799904821085,2.155609437054476,0.08677055342763267,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T3"": 3}"
P00082,S001,C,5,59.0,0.12,140,2,450.0,360.0,1428.1750458620231,8.0,0.6924758232601078,2.460193413919138,2.365720978997619,0.09447243492151898,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T3"": 4}"
P00083,S001,C,6,73.0,0.14700000000000002,112,1,480.0,396.0,1494.1750458620231,8.0,0.6484067459021121,2.8127460327831026,2.7105717163676974,0.10217431641540528,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T3"": 5}"
P00084,S001,A,2,11.0,0.04,6,2,360.0,210.0,1250.9069627433817,4.5,0.7329597204451643,1.2016812579967602,1.1335265550190499,0.0681547029777103,338.57681470502416,342.33014803835744,680.9069627433817,"{""S001:T0"": 1, ""S001:T2"": 1}"
P00085,S001,B,2,11.0,0.04,6,2,360.0,210.0,1149.1061758262158,4.0,0.7544555827150041,0.9821776691399836,0.9184589107809222,0.06371875835906135,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T0"": 1, ""S001:T2"": 1}"
P00086,S001,C,2,11.0,0.04,6,2,360.0,252.0,1230.1750458620231,8.0,0.7532509874469704,1.9739921004242367,1.9059261163388994,0.06806598408533733,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T2"": 1}"
P00087,S001,B,3,25.0,0.067,48,2,390.0,240.0,1209.1061758262158,4.0,0.7112381896144329,1.1550472415422686,1.0836266016893208,0.07142063985294766,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T0"": 1, ""S001:T2"": 1, ""S001:T3"": 1}"
P00088,S001,C,3,25.0,0.067,48,2,390.0,288.0,1296.1750458620231,8.0,0.743407717271855,2.05273826182516,1.9769703962459362,0.07576786557922363,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T2"": 1, ""S001:T3"": 1}"
P00089,S001,C,4,39.0,0.094,168,2,420.0,324.0,1362.1750458620231,8.0,0.7282815460041157,2.173747631967075,2.090277884893965,0.08346974707310997,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T2"": 1, ""S001:T3"": 2}"
P00090,S001,C,5,53.0,0.121,336,2,450.0,360.0,1428.1750458620231,8.0,0.7056176178094054,2.3550590575247576,2.2638874289577613,0.09117162856699626,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T2"": 1, ""S001:T3"": 3}"
P00091,S001,C,6,67.0,0.14800000000000002,420,2,480.0,396.0,1494.1750458620231,8.0,0.6701750268984143,2.638599784812685,2.5397262747518026,0.09887351006088257,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T2"": 1, ""S001:T3"": 4}"
P00092,S001,B,3,19.0,0.068,6,1,390.0,240.0,1209.1061758262158,4.0,0.7347733872192643,1.0609064511229427,0.9927866176245177,0.06811983349842496,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T0"": 1, ""S001:T2"": 2}"
P00093,S001,C,3,19.0,0.068,6,1,390.0,288.0,1296.1750458620231,8.0,0.74820951214721,2.01432390282232,1.9418568435976191,0.07246705922470094,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T2"": 2}"
P00094,S001,C,4,33.0,0.095,48,1,420.0,324.0,1362.1750458620231,8.0,0.7355090360194685,2.1159277118442525,2.0357587711256655,0.08016894071858725,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T2"": 2, ""S001:T3"": 1}"
P00095,S001,C,5,47.0,0.122,168,1,450.0,360.0,1428.1750458620231,8.0,0.7164929365582826,2.268056507533739,2.1801856853212653,0.08787082221247357,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T2"": 2, ""S001:T3"": 2}"
P00096,S001,C,6,61.0,0.14900000000000002,336,1,480.0,396.0,1494.1750458620231,8.0,0.6874790860534832,2.500167311572135,2.404594607865775,0.0955727037063599,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T2"": 2, ""S001:T3"": 3}"
P00097,S001,C,7,75.0,0.17600000000000002,420,1,510.0,432.0,1560.1750458620231,8.0,0.6398602741910409,2.881117806471673,2.777843221271427,0.1032745852002462,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T2"": 2, ""S001:T3"": 4}"
P00098,S001,C,4,27.0,0.096,2,1,420.0,324.0,1362.1750458620231,8.0,0.7416015553609101,2.0671875571127196,1.990319422748655,0.07686813436406453,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T2"": 3}"
P00099,S001,C,5,41.0,0.123,16,1,450.0,360.0,1428.1750458620231,8.0,0.7255849999123032,2.1953200007015745,2.1107499848436237,0.08457001585795085,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T2"": 3, ""S001:T3"": 1}"
P00100,S001,C,6,55.0,0.15000000000000002,56,1,480.0,396.0,1494.1750458620231,8.0,0.7015179885548446,2.387856091561243,2.2955841942094057,0.09227189735183718,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T2"": 3, ""S001:T3"": 2}"
P00101,S001,C,7,69.0,0.17700000000000002,112,1,510.0,432.0,1560.1750458620231,8.0,0.6634902866175297,2.692077707059762,2.592103928214039,0.09997377884572346,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T2"": 3, ""S001:T3"": 3}"
P00102,S001,A,2,9.0,0.047,4,2,360.0,210.0,1250.9069627433817,4.5,0.7352614981026819,1.1913232585379312,1.1242688243450618,0.06705443419286941,338.57681470502416,342.33014803835744,680.9069627433817,"{""S001:T0"": 1, ""S001:T1"": 1}"
P00103,S001,B,2,9.0,0.047,4,2,360.0,210.0,1149.1061758262158,4.0,0.7579379175698832,0.9682483297204673,0.9056298401462468,0.06261848957422045,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T0"": 1, ""S001:T1"": 1}"
P00104,S001,C,2,9.0,0.047,4,2,360.0,252.0,1230.1750458620231,8.0,0.7542682796603888,1.9658537627168895,1.8988880474163932,0.06696571530049643,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1}"
P00105,S001,C,3,23.0,0.074,32,2,390.0,288.0,1296.1750458620231,8.0,0.7451089421556459,2.0391284627548325,1.9644608659604497,0.07466759679438273,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T3"": 1}"
