pattern,zone,vehicle,nbox,mass,volume,combinations,ub,prep_load_s,handoff_s,operation_s,battery,rho_crit,energy,horizontal_energy,climb_energy,out_s,back_s,fly_s,counts
P00579,S008,C,2,14.0,0.063,1,1,360.0,252.0,2001.7115246008334,8.0,0.3526719978564765,5.178624017148188,5.073773907143636,0.10485011000455222,687.6957623004168,702.0157623004167,1389.7115246008334,"{""S008:T1"": 1, ""S008:T2"": 1}"
P00580,S008,C,3,28.0,0.09,2,1,390.0,288.0,2067.7115246008334,8.0,0.32480656203295344,5.4015475037363725,5.283704704806395,0.11784279892997745,687.6957623004168,702.0157623004167,1389.7115246008334,"{""S008:T1"": 1, ""S008:T2"": 1, ""S008:T3"": 1}"
P00581,S008,C,4,42.0,0.117,1,1,420.0,324.0,2133.7115246008334,8.0,0.2821324343998457,5.742940524801234,5.612105036945832,0.13083548785540264,687.6957623004168,702.0157623004167,1389.7115246008334,"{""S008:T1"": 1, ""S008:T2"": 1, ""S008:T3"": 2}"
P00582,S008,A,1,3.0,0.012,1,1,330.0,180.0,2111.145428801986,4.5,0.3299012386740725,3.0154444259666735,2.9206714446411,0.0947729813255734,795.7993810676595,805.3460477343262,1601.1454288019859,"{""S008:T0"": 1}"
P00583,S008,B,1,3.0,0.012,1,1,330.0,180.0,1841.8417471757034,4.0,0.39690590151374516,2.4123763939450193,2.324174043597924,0.08820235034709509,661.1475402545183,670.694206921185,1331.8417471757034,"{""S008:T0"": 1}"
P00584,S008,C,1,3.0,0.012,1,1,330.0,216.0,1935.7115246008334,8.0,0.36547995625876994,5.07616034992984,4.981518781223836,0.09464156870600386,687.6957623004168,702.0157623004167,1389.7115246008334,"{""S008:T0"": 1}"
P00585,S008,A,2,17.0,0.039,2,1,360.0,210.0,2171.145428801986,4.5,0.2889029032249437,3.199936935487753,3.0921712652367543,0.10776567025099862,795.7993810676595,805.3460477343262,1601.1454288019859,"{""S008:T0"": 1, ""S008:T3"": 1}"
P00586,S008,B,2,17.0,0.039,2,1,360.0,210.0,1901.8417471757034,4.0,0.33307129192230145,2.667714832310794,2.5665197930382737,0.1011950392725203,661.1475402545183,670.694206921185,1331.8417471757034,"{""S008:T0"": 1, ""S008:T3"": 1}"
P00587,S008,C,2,17.0,0.039,2,1,360.0,252.0,2001.7115246008334,8.0,0.3477728574121959,5.217817140702433,5.110182883071004,0.10763425763142905,687.6957623004168,702.0157623004167,1389.7115246008334,"{""S008:T0"": 1, ""S008:T3"": 1}"
P00588,S008,C,3,31.0,0.066,1,1,390.0,288.0,2067.7115246008334,8.0,0.3170667345199967,5.463466123840027,5.342839177283173,0.12062694655685427,687.6957623004168,702.0157623004167,1389.7115246008334,"{""S008:T0"": 1, ""S008:T3"": 2}"
P00589,S008,A,2,11.0,0.04,1,1,360.0,210.0,2171.145428801986,4.5,0.31092729188117496,3.100827186534713,2.9986298115374677,0.10219737499724495,795.7993810676595,805.3460477343262,1601.1454288019859,"{""S008:T0"": 1, ""S008:T2"": 1}"
P00590,S008,B,2,11.0,0.04,1,1,360.0,210.0,1901.8417471757034,4.0,0.3686707842042838,2.525316863182865,2.429690119164098,0.09562674401876663,661.1475402545183,670.694206921185,1331.8417471757034,"{""S008:T0"": 1, ""S008:T2"": 1}"
P00591,S008,C,2,11.0,0.04,1,1,360.0,252.0,2001.7115246008334,8.0,0.3569999172116518,5.1440006623067855,5.04193469992911,0.1020659623776754,687.6957623004168,702.0157623004167,1389.7115246008334,"{""S008:T0"": 1, ""S008:T2"": 1}"
P00592,S008,B,3,25.0,0.067,2,1,390.0,240.0,1961.8417471757034,4.0,0.2561890082986832,2.9752439668052673,2.8666245338610756,0.10861943294419184,661.1475402545183,670.694206921185,1331.8417471757034,"{""S008:T0"": 1, ""S008:T2"": 1, ""S008:T3"": 1}"
P00593,S008,C,3,25.0,0.067,2,1,390.0,288.0,2067.7115246008334,8.0,0.3318832743132091,5.344933805494327,5.229875154191227,0.11505865130310061,687.6957623004168,702.0157623004167,1389.7115246008334,"{""S008:T0"": 1, ""S008:T2"": 1, ""S008:T3"": 1}"
P00594,S008,C,4,39.0,0.094,1,1,420.0,324.0,2133.7115246008334,8.0,0.2927912510960582,5.6576699912315345,5.529618651003009,0.12805134022852582,687.6957623004168,702.0157623004167,1389.7115246008334,"{""S008:T0"": 1, ""S008:T2"": 1, ""S008:T3"": 2}"
P00595,S008,A,2,9.0,0.047,1,1,360.0,210.0,2171.145428801986,4.5,0.3167820670417195,3.074480698312262,2.974139421732935,0.10034127657932707,795.7993810676595,805.3460477343262,1601.1454288019859,"{""S008:T0"": 1, ""S008:T1"": 1}"
P00596,S008,B,2,9.0,0.047,1,1,360.0,210.0,1901.8417471757034,4.0,0.37761931088970724,2.489522756441171,2.395752110840322,0.09377064560084875,661.1475402545183,670.694206921185,1331.8417471757034,"{""S008:T0"": 1, ""S008:T1"": 1}"
P00597,S008,C,2,9.0,0.047,1,1,360.0,252.0,2001.7115246008334,8.0,0.35955924191707644,5.1235260646633884,5.023316200703631,0.1002098639597575,687.6957623004168,702.0157623004167,1389.7115246008334,"{""S008:T0"": 1, ""S008:T1"": 1}"
P00598,S008,C,3,23.0,0.074,2,1,390.0,288.0,2067.7115246008334,8.0,0.3362518736980691,5.309985010415447,5.196782457530265,0.11320255288518272,687.6957623004168,702.0157623004167,1389.7115246008334,"{""S008:T0"": 1, ""S008:T1"": 1, ""S008:T3"": 1}"
P00599,S008,C,4,37.0,0.101,1,1,420.0,324.0,2133.7115246008334,8.0,0.2993974837503778,5.604820129996978,5.47862488818637,0.12619524181060793,687.6957623004168,702.0157623004167,1389.7115246008334,"{""S008:T0"": 1, ""S008:T1"": 1, ""S008:T3"": 2}"
P00600,S008,C,3,17.0,0.075,1,1,390.0,288.0,2067.7115246008334,8.0,0.3477728574121959,5.217817140702433,5.110182883071004,0.10763425763142905,687.6957623004168,702.0157623004167,1389.7115246008334,"{""S008:T0"": 1, ""S008:T1"": 1, ""S008:T2"": 1}"
P00601,S008,C,4,31.0,0.10200000000000001,2,1,420.0,324.0,2133.7115246008334,8.0,0.3170667345199967,5.463466123840027,5.342839177283173,0.12062694655685427,687.6957623004168,702.0157623004167,1389.7115246008334,"{""S008:T0"": 1, ""S008:T1"": 1, ""S008:T2"": 1, ""S008:T3"": 1}"
P00602,S008,C,5,45.0,0.129,1,1,450.0,360.0,2199.7115246008334,8.0,0.27049171281181383,5.836066297505489,5.70244666202321,0.1336196354822795,687.6957623004168,702.0157623004167,1389.7115246008334,"{""S008:T0"": 1, ""S008:T1"": 1, ""S008:T2"": 1, ""S008:T3"": 2}"
P00603,S009,A,1,14.0,0.027,1,1,330.0,180.0,1628.6396458883246,4.5,0.507281974910227,2.2172311129039786,2.1478554419745994,0.06937567092937894,555.9098229441622,562.7298229441623,1118.6396458883246,"{""S009:T2"": 1}"
P00604,S009,B,1,14.0,0.027,1,1,330.0,180.0,1438.4628643343576,4.0,0.5439721760240914,1.824111295903634,1.7590645490876347,0.06504674681599935,460.8214321671787,467.6414321671788,928.4628643343575,"{""S009:T2"": 1}"
P00605,S009,C,1,14.0,0.027,1,1,330.0,216.0,1512.589168452196,8.0,0.5434643736830962,3.65228501053523,3.582995918088119,0.06928909244711136,478.17958422609803,488.409584226098,966.589168452196,"{""S009:T2"": 1}"
P00606,S009,A,1,8.0,0.028,1,1,330.0,180.0,1628.6396458883246,4.5,0.5204216961266173,2.158102367430222,2.092485582218871,0.0656167852113512,555.9098229441622,562.7298229441623,1118.6396458883246,"{""S009:T1"": 1}"
P00607,S009,B,1,8.0,0.028,1,1,330.0,180.0,1438.4628643343576,4.0,0.5643768205682612,1.7424927177269551,1.6812048566289834,0.06128786109797161,460.8214321671787,467.6414321671788,928.4628643343575,"{""S009:T1"": 1}"
P00608,S009,C,1,8.0,0.028,1,1,330.0,216.0,1512.589168452196,8.0,0.5491380452011898,3.606895638390481,3.5413654316613976,0.0655302067290836,478.17958422609803,488.409584226098,966.589168452196,"{""S009:T1"": 1}"
P00609,S009,A,2,22.0,0.055,1,1,360.0,210.0,1688.6396458883246,4.5,0.48191575490579774,2.3313791029239104,2.2569915843704944,0.07438751855341594,555.9098229441622,562.7298229441623,1118.6396458883246,"{""S009:T1"": 1, ""S009:T2"": 1}"
P00610,S009,B,2,22.0,0.055,1,1,360.0,210.0,1498.4628643343576,4.0,0.4999292080221618,2.000283167911353,1.9302245734713166,0.07005859444003636,460.8214321671787,467.6414321671788,928.4628643343575,"{""S009:T1"": 1, ""S009:T2"": 1}"
P00611,S009,C,2,22.0,0.055,1,1,360.0,252.0,1578.589168452196,8.0,0.5333687389884618,3.733050088092306,3.6587491480211574,0.07430094007114836,478.17958422609803,488.409584226098,966.589168452196,"{""S009:T1"": 1, ""S009:T2"": 1}"
P00612,S009,A,1,3.0,0.012,1,1,330.0,180.0,1628.6396458883246,4.5,0.5277770800434516,2.1250031398044675,2.0625187593581393,0.06248438044632806,555.9098229441622,562.7298229441623,1118.6396458883246,"{""S009:T0"": 1}"
P00613,S009,B,1,3.0,0.012,1,1,330.0,180.0,1438.4628643343576,4.0,0.5751400286137265,1.699439885545094,1.6412844292121456,0.058155456332948476,460.8214321671787,467.6414321671788,928.4628643343575,"{""S009:T0"": 1}"
P00614,S009,C,1,3.0,0.012,1,1,330.0,216.0,1512.589168452196,8.0,0.5524693716422626,3.5802450268618995,3.517847224897839,0.06239780196406047,478.17958422609803,488.409584226098,966.589168452196,"{""S009:T0"": 1}"
P00615,S009,A,2,17.0,0.039,1,1,360.0,210.0,1688.6396458883246,4.5,0.4989147649661857,2.2548835576521644,2.1836284438637716,0.07125511378839282,555.9098229441622,562.7298229441623,1118.6396458883246,"{""S009:T0"": 1, ""S009:T2"": 1}"
P00616,S009,B,2,17.0,0.039,1,1,360.0,210.0,1498.4628643343576,4.0,0.5301624357166992,1.879350257133203,1.8124240674581897,0.06692618967501324,460.8214321671787,467.6414321671788,928.4628643343575,"{""S009:T0"": 1, ""S009:T2"": 1}"
P00617,S009,C,2,17.0,0.039,1,1,360.0,252.0,1578.589168452196,8.0,0.5400155335586263,3.679875731530989,3.608707196224864,0.07116853530612523,478.17958422609803,488.409584226098,966.589168452196,"{""S009:T0"": 1, ""S009:T2"": 1}"
P00618,S009,A,2,11.0,0.04,1,1,360.0,210.0,1688.6396458883246,4.5,0.5144294221703144,2.185067600233585,2.11757137216322,0.06749622807036507,555.9098229441622,562.7298229441623,1118.6396458883246,"{""S009:T0"": 1, ""S009:T1"": 1}"
P00619,S009,B,2,11.0,0.04,1,1,360.0,210.0,1498.4628643343576,4.0,0.5552587401915325,1.7789650392338696,1.715797735276884,0.06316730395698547,460.8214321671787,467.6414321671788,928.4628643343575,"{""S009:T0"": 1, ""S009:T1"": 1}"
P00620,S009,C,2,11.0,0.04,1,1,360.0,252.0,1578.589168452196,8.0,0.5465098290947178,3.6279213672422577,3.56051171765416,0.06740964958809748,478.17958422609803,488.409584226098,966.589168452196,"{""S009:T0"": 1, ""S009:T1"": 1}"
P00621,S009,B,3,25.0,0.067,1,1,390.0,240.0,1558.4628643343576,4.0,0.4759275080665595,2.096289967733762,2.0243519304347117,0.07193803729905023,460.8214321671787,467.6414321671788,928.4628643343575,"{""S009:T0"": 1, ""S009:T1"": 1, ""S009:T2"": 1}"
P00622,S009,C,3,25.0,0.067,1,1,390.0,288.0,1644.589168452196,8.0,0.5288235217330635,3.7694118261354923,3.69323144320533,0.07618038293016223,478.17958422609803,488.409584226098,966.589168452196,"{""S009:T0"": 1, ""S009:T1"": 1, ""S009:T2"": 1}"
P00623,S010,A,1,14.0,0.027,1,1,330.0,180.0,1594.8926699889435,4.5,0.5730152180541015,1.9214315187565434,1.8012695157242828,0.12016200303226049,534.9830016611384,549.9096683278051,1084.8926699889435,"{""S010:T2"": 1}"
P00624,S010,B,1,14.0,0.027,1,1,330.0,180.0,1435.4035197802173,4.0,0.6030100446393257,1.587959821442697,1.4752153643775388,0.11274445706515841,455.23842655677527,470.16509322344194,925.4035197802173,"{""S010:T2"": 1}"
P00625,S010,C,1,14.0,0.027,1,1,330.0,216.0,1536.7323649950608,8.0,0.6093944937555753,3.1248440499553976,3.004830397842479,0.12001365211291844,484.1711824975305,506.56118249753047,990.732364995061,"{""S010:T2"": 1}"
P00626,S010,A,1,8.0,0.028,1,1,330.0,180.0,1594.8926699889435,4.5,0.5848880845358249,1.8680036195887881,1.7548343420534556,0.11316927753533258,534.9830016611384,549.9096683278051,1084.8926699889435,"{""S010:T1"": 1}"
P00627,S010,B,1,8.0,0.028,1,1,330.0,180.0,1435.4035197802173,4.0,0.6210822168870429,1.5156711324518282,1.4099194008835976,0.10575173156823053,455.23842655677527,470.16509322344194,925.4035197802173,"{""S010:T1"": 1}"
P00628,S010,C,1,8.0,0.028,1,1,330.0,216.0,1536.7323649950608,8.0,0.6146326890199696,3.0829384878402437,2.969917561224253,0.11302092661599054,484.1711824975305,506.56118249753047,990.732364995061,"{""S010:T1"": 1}"
P00629,S010,A,2,22.0,0.055,1,1,360.0,210.0,1654.8926699889435,4.5,0.5506042928591426,2.0222806821338586,1.892795045105694,0.12948563702816435,534.9830016611384,549.9096683278051,1084.8926699889435,"{""S010:T1"": 1, ""S010:T2"": 1}"
P00630,S010,B,2,22.0,0.055,1,1,360.0,210.0,1495.4035197802173,4.0,0.5647938842505025,1.74082446299799,1.6187563719369278,0.12206809106106228,455.23842655677527,470.16509322344194,925.4035197802173,"{""S010:T1"": 1, ""S010:T2"": 1}"
P00631,S010,C,2,22.0,0.055,1,1,360.0,252.0,1602.7323649950608,8.0,0.6002878635585926,3.1976970915312593,3.068359805422437,0.1293372861088223,484.1711824975305,506.56118249753047,990.732364995061,"{""S010:T1"": 1, ""S010:T2"": 1}"
P00632,S010,A,1,3.0,0.012,1,1,330.0,180.0,1594.8926699889435,4.5,0.591767759279018,1.8370450832444192,1.7297030769565265,0.10734200628789266,534.9830016611384,549.9096683278051,1084.8926699889435,"{""S010:T0"": 1}"
P00633,S010,B,1,3.0,0.012,1,1,330.0,180.0,1435.4035197802173,4.0,0.6309087144682416,1.4763651421270336,1.3764406818062431,0.09992446032079061,455.23842655677527,470.16509322344194,925.4035197802173,"{""S010:T0"": 1}"
P00634,S010,C,1,3.0,0.012,1,1,330.0,216.0,1536.7323649950608,8.0,0.6178265006294419,3.057387994964465,2.9501943395959143,0.10719365536855065,484.1711824975305,506.56118249753047,990.732364995061,"{""S010:T0"": 1}"
P00635,S010,A,2,17.0,0.039,1,1,360.0,210.0,1654.8926699889435,4.5,0.5655714624373955,1.95492841903172,1.8312700532509956,0.12365836578072444,534.9830016611384,549.9096683278051,1084.8926699889435,"{""S010:T0"": 1, ""S010:T2"": 1}"
P00636,S010,B,2,17.0,0.039,1,1,360.0,210.0,1495.4035197802173,4.0,0.5909486468438867,1.636205412624453,1.5199645928108305,0.11624081981362237,455.23842655677527,470.16509322344194,925.4035197802173,"{""S010:T0"": 1, ""S010:T2"": 1}"
P00637,S010,C,2,17.0,0.039,1,1,360.0,252.0,1602.7323649950608,8.0,0.6062621470539189,3.1499028235686493,3.026392808707267,0.12351001486138238,484.1711824975305,506.56118249753047,990.732364995061,"{""S010:T0"": 1, ""S010:T2"": 1}"
P00638,S010,A,2,11.0,0.04,1,1,360.0,210.0,1654.8926699889435,4.5,0.5794360364208944,1.8925378361059755,1.775872195822179,0.11666564028379653,534.9830016611384,549.9096683278051,1084.8926699889435,"{""S010:T0"": 1, ""S010:T1"": 1}"
P00639,S010,B,2,11.0,0.04,1,1,360.0,210.0,1495.4035197802173,4.0,0.6129554153619564,1.5481783385521743,1.4389302442354799,0.1092480943166945,455.23842655677527,470.16509322344194,925.4035197802173,"{""S010:T0"": 1, ""S010:T1"": 1}"
P00640,S010,C,2,11.0,0.04,1,1,360.0,252.0,1602.7323649950608,8.0,0.6121885473988802,3.102491620808959,2.9859743314445044,0.1165172893644545,484.1711824975305,506.56118249753047,990.732364995061,"{""S010:T0"": 1, ""S010:T1"": 1}"
P00641,S010,B,3,25.0,0.067,1,1,390.0,240.0,1555.4035197802173,4.0,0.5441851392448922,1.8232594430204312,1.697694989210905,0.12556445380952624,455.23842655677527,470.16509322344194,925.4035197802173,"{""S010:T0"": 1, ""S010:T1"": 1, ""S010:T2"": 1}"
P00642,S010,C,3,25.0,0.067,1,1,390.0,288.0,1668.7323649950608,8.0,0.5962360552092458,3.230111558326034,3.0972779094687475,0.13283364885728624,484.1711824975305,506.56118249753047,990.732364995061,"{""S010:T0"": 1, ""S010:T1"": 1, ""S010:T2"": 1}"
P00643,S011,A,1,14.0,0.027,1,1,330.0,180.0,1162.0283099395829,4.5,0.7483291212046407,1.132518954579117,1.057157905077062,0.07536104950205486,323.2008216364581,328.82748830312477,652.0283099395829,"{""S011:T2"": 1}"
P00644,S011,B,1,14.0,0.027,1,1,330.0,180.0,1068.4247628605203,4.0,0.7658973268112952,0.9364106927548195,0.8657980221886845,0.07061267056613499,276.3990480969269,282.02571476359356,558.4247628605204,"{""S011:T2"": 1}"
P00645,S011,C,1,14.0,0.027,1,1,330.0,216.0,1146.2453479842184,8.0,0.7701513655703726,1.8387890754370197,1.7635229935136834,0.07526608192333646,295.90267399210916,304.3426739921092,600.2453479842184,"{""S011:T2"": 1}"
P00646,S011,A,1,8.0,0.028,1,1,330.0,180.0,1162.0283099395829,4.5,0.7552313295432613,1.1014590170553242,1.029905286581488,0.07155373047383627,323.2008216364581,328.82748830312477,652.0283099395829,"{""S011:T1"": 1}"
P00647,S011,B,1,8.0,0.028,1,1,330.0,180.0,1068.4247628605203,4.0,0.7764296418003844,0.8942814327984621,0.8274760812605457,0.06680535153791639,276.3990480969269,282.02571476359356,558.4247628605204,"{""S011:T1"": 1}"
P00648,S011,C,1,8.0,0.028,1,1,330.0,216.0,1146.2453479842184,8.0,0.773188556044905,1.8144915516407596,1.7430327887456416,0.07145876289511788,295.90267399210916,304.3426739921092,600.2453479842184,"{""S011:T1"": 1}"
P00649,S011,A,2,22.0,0.055,1,1,360.0,210.0,1222.0283099395829,4.5,0.7352641447475106,1.1913113486362026,1.1108738737631896,0.08043747487301298,323.2008216364581,328.82748830312477,652.0283099395829,"{""S011:T1"": 1, ""S011:T2"": 1}"
P00650,S011,B,2,22.0,0.055,1,1,360.0,210.0,1128.4247628605203,4.0,0.743567309050322,1.025730763798712,0.9500416678616189,0.07568909593709311,276.3990480969269,282.02571476359356,558.4247628605204,"{""S011:T1"": 1, ""S011:T2"": 1}"
P00651,S011,C,2,22.0,0.055,1,1,360.0,252.0,1212.2453479842184,8.0,0.7648561678617936,1.8811506571056515,1.800808149811357,0.08034250729429458,295.90267399210916,304.3426739921092,600.2453479842184,"{""S011:T1"": 1, ""S011:T2"": 1}"
P00652,S011,A,1,3.0,0.012,1,1,330.0,180.0,1162.0283099395829,4.5,0.759214041822137,1.0835368118003834,1.015155847183396,0.06838096461698745,323.2008216364581,328.82748830312477,652.0283099395829,"{""S011:T0"": 1}"
P00653,S011,B,1,3.0,0.012,1,1,330.0,180.0,1068.4247628605203,4.0,0.7821349649882949,0.8714601400468203,0.8078275543657527,0.06363258568106758,276.3990480969269,282.02571476359356,558.4247628605204,"{""S011:T0"": 1}"
P00654,S011,C,1,3.0,0.012,1,1,330.0,216.0,1146.2453479842184,8.0,0.7750320868050545,1.799743305559564,1.731457308521295,0.06828599703826906,295.90267399210916,304.3426739921092,600.2453479842184,"{""S011:T0"": 1}"
P00655,S011,A,2,17.0,0.039,1,1,360.0,210.0,1222.0283099395829,4.5,0.7439933755359807,1.152029810088087,1.0747651010719228,0.07726470901616415,323.2008216364581,328.82748830312477,652.0283099395829,"{""S011:T0"": 1, ""S011:T2"": 1}"
P00656,S011,B,2,17.0,0.039,1,1,360.0,210.0,1128.4247628605203,4.0,0.7588556259452484,0.9645774962190065,0.8920611661387622,0.07251633008024429,276.3990480969269,282.02571476359356,558.4247628605204,"{""S011:T0"": 1, ""S011:T2"": 1}"
P00657,S011,C,2,17.0,0.039,1,1,360.0,252.0,1212.2453479842184,8.0,0.7683315464982965,1.8533476280136278,1.7761778865761821,0.07716974143744577,295.90267399210916,304.3426739921092,600.2453479842184,"{""S011:T0"": 1, ""S011:T2"": 1}"
P00658,S011,A,2,11.0,0.04,1,1,360.0,210.0,1222.0283099395829,4.5,0.752064509075257,1.1157097091613435,1.042252319173398,0.07345738998794557,323.2008216364581,328.82748830312477,652.0283099395829,"{""S011:T0"": 1, ""S011:T1"": 1}"
P00659,S011,B,2,11.0,0.04,1,1,360.0,210.0,1128.4247628605203,4.0,0.7716971398155597,0.9132114407377612,0.8445024296857355,0.0687090110520257,276.3990480969269,282.02571476359356,558.4247628605204,"{""S011:T0"": 1, ""S011:T1"": 1}"
P00660,S011,C,2,11.0,0.04,1,1,360.0,252.0,1212.2453479842184,8.0,0.7717726417937815,1.8258188656497483,1.7524564432405212,0.07336242240922718,295.90267399210916,304.3426739921092,600.2453479842184,"{""S011:T0"": 1, ""S011:T1"": 1}"
P00661,S011,B,3,25.0,0.067,1,1,390.0,240.0,1188.4247628605203,4.0,0.7315092041471272,1.073963183411491,0.9963704279602887,0.0775927554512024,276.3990480969269,282.02571476359356,558.4247628605204,"{""S011:T0"": 1, ""S011:T1"": 1, ""S011:T2"": 1}"
P00662,S011,C,3,25.0,0.067,1,1,390.0,288.0,1278.2453479842184,8.0,0.7624967204105184,1.9000262367158527,1.817780069907449,0.08224616680840387,295.90267399210916,304.3426739921092,600.2453479842184,"{""S011:T0"": 1, ""S011:T1"": 1, ""S011:T2"": 1}"
P00663,S012,A,1,14.0,0.027,1,1,330.0,180.0,2049.1981528997,4.5,0.3536261674655051,2.908682246405227,2.7825164373795688,0.12616580902565852,764.5290764498499,774.66907644985,1539.1981528996998,"{""S012:T2"": 1}"
P00664,S012,B,1,14.0,0.027,1,1,330.0,180.0,1802.8268141491872,4.0,0.4007304489791236,2.3970782040835057,2.278843318127695,0.11823488595581055,641.3434070745935,651.4834070745935,1292.8268141491872,"{""S012:T2"": 1}"
P00665,S012,C,1,14.0,0.027,1,1,330.0,216.0,1908.6771457735363,8.0,0.4040340153367633,4.7677278773058935,4.641720686741632,0.12600719056426157,673.7335728867681,688.943572886768,1362.6771457735363,"{""S012:T2"": 1}"
P00666,S012,A,1,8.0,0.028,1,1,330.0,180.0,2049.1981528997,4.5,0.37100758860211047,2.8304658512905028,2.710785564856753,0.11968028643374974,764.5290764498499,774.66907644985,1539.1981528996998,"{""S012:T1"": 1}"
P00667,S012,B,1,8.0,0.028,1,1,330.0,180.0,1802.8268141491872,4.0,0.4275683630401159,2.2897265478395363,2.1779771844756346,0.11174936336390179,641.3434070745935,651.4834070745935,1292.8268141491872,"{""S012:T1"": 1}"
P00668,S012,C,1,8.0,0.028,1,1,330.0,216.0,1908.6771457735363,8.0,0.4115861691756314,4.707310646594949,4.587788978622596,0.1195216679723528,673.7335728867681,688.943572886768,1362.6771457735363,"{""S012:T1"": 1}"
P00669,S012,A,2,22.0,0.055,1,1,360.0,210.0,2109.1981528997,4.5,0.3202857903630765,3.058713943366156,2.923900770884619,0.13481317248153687,764.5290764498499,774.66907644985,1539.1981528996998,"{""S012:T1"": 1, ""S012:T2"": 1}"
P00670,S012,B,2,22.0,0.055,1,1,360.0,210.0,1862.8268141491872,4.0,0.34313475861548237,2.6274609655380705,2.5005787161263817,0.1268822494116889,641.3434070745935,651.4834070745935,1292.8268141491872,"{""S012:T1"": 1, ""S012:T2"": 1}"
P00671,S012,C,2,22.0,0.055,1,1,360.0,252.0,1974.6771457735363,8.0,0.390685939760512,4.874512481915904,4.7398579278957635,0.13465455402013993,673.7335728867681,688.943572886768,1362.6771457735363,"{""S012:T1"": 1, ""S012:T2"": 1}"
P00672,S012,A,1,3.0,0.012,1,1,330.0,180.0,2049.1981528997,4.5,0.3808356327360717,2.7862396526876774,2.6719639684138516,0.11427568427382574,764.5290764498499,774.66907644985,1539.1981528996998,"{""S012:T0"": 1}"
P00673,S012,B,1,3.0,0.012,1,1,330.0,180.0,1802.8268141491872,4.0,0.44184860127657266,2.2326055948937094,2.1262608336897317,0.10634476120397783,641.3434070745935,651.4834070745935,1292.8268141491872,"{""S012:T0"": 1}"
P00674,S012,C,1,3.0,0.012,1,1,330.0,216.0,1908.6771457735363,8.0,0.4160701825985367,4.671438539211707,4.557321473399278,0.11411706581242884,673.7335728867681,688.943572886768,1362.6771457735363,"{""S012:T0"": 1}"
P00675,S012,A,2,17.0,0.039,1,1,360.0,210.0,2109.1981528997,4.5,0.34260701617769684,2.9582684272003643,2.8288598568787515,0.1294085703216129,764.5290764498499,774.66907644985,1539.1981528996998,"{""S012:T0"": 1, ""S012:T2"": 1}"
P00676,S012,B,2,17.0,0.039,1,1,360.0,210.0,1862.8268141491872,4.0,0.3826381327534135,2.469447468986346,2.347969821734581,0.12147764725176495,641.3434070745935,651.4834070745935,1292.8268141491872,"{""S012:T0"": 1, ""S012:T2"": 1}"
P00677,S012,C,2,17.0,0.039,1,1,360.0,252.0,1974.6771457735363,8.0,0.3994650953920219,4.804279236863825,4.675029285003609,0.12924995186021596,673.7335728867681,688.943572886768,1362.6771457735363,"{""S012:T0"": 1, ""S012:T2"": 1}"
P00678,S012,A,2,11.0,0.04,1,1,360.0,210.0,2109.1981528997,4.5,0.36306513339657254,2.8662068997154235,2.7432838519857192,0.12292304772970412,764.5290764498499,774.66907644985,1539.1981528996998,"{""S012:T0"": 1, ""S012:T1"": 1}"
P00679,S012,B,2,11.0,0.04,1,1,360.0,210.0,1862.8268141491872,4.0,0.41555402609576053,2.337783895616958,2.2227917709571017,0.11499212465985617,641.3434070745935,651.4834070745935,1292.8268141491872,"{""S012:T0"": 1, ""S012:T1"": 1}"
P00680,S012,C,2,11.0,0.04,1,1,360.0,252.0,1974.6771457735363,8.0,0.4080803560742856,4.735357151405715,4.612592722137408,0.12276442926830719,673.7335728867681,688.943572886768,1362.6771457735363,"{""S012:T0"": 1, ""S012:T1"": 1}"
P00681,S012,B,3,25.0,0.067,1,1,390.0,240.0,1922.8268141491872,4.0,0.3118389023860828,2.7526443904556688,2.6225193797480255,0.13012501070764332,641.3434070745935,651.4834070745935,1292.8268141491872,"{""S012:T0"": 1, ""S012:T1"": 1, ""S012:T2"": 1}"
P00682,S012,C,3,25.0,0.067,1,1,390.0,288.0,2040.6771457735363,8.0,0.38469667870306956,4.9224265703754435,4.784529255059349,0.1378973153160943,673.7335728867681,688.943572886768,1362.6771457735363,"{""S012:T0"": 1, ""S012:T1"": 1, ""S012:T2"": 1}"
P00683,S013,A,1,14.0,0.027,1,1,330.0,180.0,1552.162817229484,4.5,0.572316445034984,1.9245759973425716,1.8256880149418893,0.09888798240068225,513.6147419480754,528.5480752814087,1042.162817229484,"{""S013:T2"": 1}"
P00684,S013,B,1,14.0,0.027,1,1,330.0,180.0,1390.5115887445247,4.0,0.6029835441846223,1.588065823261511,1.495213784883961,0.09285203837754992,432.7891277055957,447.72246103892905,880.5115887445247,"{""S013:T2"": 1}"
P00685,S013,C,1,14.0,0.027,1,1,330.0,216.0,1479.672196654681,8.0,0.6069585051152676,3.144331959077859,3.0455646955576396,0.09876726352021961,455.6360983273405,478.0360983273405,933.672196654681,"{""S013:T2"": 1}"
P00686,S013,A,1,8.0,0.028,1,1,330.0,180.0,1552.162817229484,4.5,0.5841452364250724,1.871346436087174,1.7786233534337046,0.09272308265346953,513.6147419480754,528.5480752814087,1042.162817229484,"{""S013:T1"": 1}"
P00687,S013,B,1,8.0,0.028,1,1,330.0,180.0,1390.5115887445247,4.0,0.6210700524527538,1.5157197901889847,1.4290326515586476,0.0866871386303372,432.7891277055957,447.72246103892905,880.5115887445247,"{""S013:T1"": 1}"
