vertex,w_N,w_E,w_T,best_value,selected_value,regret
1,0.16666666666666674,0.33333333333333326,0.5,0.33333333333333326,0.33333333333333326,0.0
2,0.16666666666666674,0.5,0.33333333333333326,0.5,0.5,0.0
3,0.33333333333333326,0.16666666666666669,0.5,0.16666666666666669,0.16666666666666669,0.0
4,0.33333333333333326,0.5,0.16666666666666669,0.5,0.5,0.0
5,0.5,0.16666666666666669,0.3333333333333333,0.16666666666666669,0.16666666666666669,0.0
6,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.3333333333333333,0.0
