objective,LP_lower_bound,IP_optimum,absolute_gap,relative_gap
N,16.394444444444446,18.0,1.6055555555555543,0.08919753086419746
E_kWh,57.35801831580177,59.03577746310044,1.6777591472986657,0.02841936228158133
T_s,30054.056478554383,32776.5167822769,2722.460303722517,0.08306130641663
