zone,vehicle,rho,eta,safe_load_kg,status,capacity_kg,energy_empty,energy_full
S007,C,0.25,0.72,80.0,额定载荷受限,80.0,2.9355027457002585,4.679699386493309
S008,A,0.25,0.72,24.561634091748733,能量受限,25.0,3.000468595262548,3.387229795682003
S008,B,0.25,0.72,25.479976134015587,能量受限,30.0,2.39373547380264,3.2871959267273168
S008,C,0.25,0.72,49.70308614594891,能量受限,80.0,5.063617697256651,8.038055128410255
S009,A,0.25,0.72,25.0,额定载荷受限,25.0,2.1145141783701575,2.3869148572931285
S009,B,0.25,0.72,30.0,额定载荷受限,30.0,1.6863627125079372,2.3164396532358267
S009,C,0.25,0.72,80.0,额定载荷受限,80.0,3.571474326255206,5.6696504499998355
S010,A,0.25,0.72,25.0,额定载荷受限,25.0,1.8263284657936716,2.0707751748126513
S010,B,0.25,0.72,30.0,额定载荷受限,30.0,1.4634779565042653,2.011085281088382
S010,C,0.25,0.72,80.0,额定载荷受限,80.0,3.0481123733965703,4.8589241771418905
S011,A,0.25,0.72,25.0,额定载荷受限,25.0,1.0773956135567522,1.2196242313977304
S011,B,0.25,0.72,30.0,额定载荷受限,30.0,0.8640450439874932,1.1839501833112869
S011,C,0.25,0.72,80.0,额定载荷受限,80.0,1.7944478220606963,2.8532502750832576
S012,A,0.25,0.72,25.0,额定载荷受限,25.0,2.7718433814834107,3.131467699596223
S012,B,0.25,0.72,29.428709793823348,能量受限,30.0,2.2148563320552768,3.0391918195700405
S012,C,0.25,0.72,61.07526110355228,能量受限,80.0,4.65926825067979,7.398971687167174
S013,A,0.25,0.72,25.0,额定载荷受限,25.0,1.8303364839614134,2.0742527246961613
S013,B,0.25,0.72,30.0,额定载荷受限,30.0,1.464049230743229,2.0144669638952335
S013,C,0.25,0.72,80.0,额定载荷受限,80.0,3.0687128694734085,4.891770916453756
S014,A,0.25,0.72,25.0,额定载荷受限,25.0,2.1378607115981425,2.425666030215998
S014,B,0.25,0.72,30.0,额定载荷受限,30.0,1.7219217547725332,2.3552977804822923
S014,C,0.25,0.72,80.0,额定载荷受限,80.0,3.521660008487986,5.6076983700833685
S015,A,0.25,0.72,25.0,额定载荷受限,25.0,2.3069483694272277,2.619407597594029
S015,B,0.25,0.72,30.0,额定载荷受限,30.0,1.8502634768460056,2.5445906277755954
S015,C,0.25,0.72,78.45022301901237,能量受限,80.0,3.8415449606814347,6.133359846106891
S001,A,0.3,0.72,25.0,额定载荷受限,25.0,1.1615517233664772,1.3127361455151625
S001,B,0.3,0.72,30.0,额定载荷受限,30.0,0.930245453618144,1.2739663004816482
S001,C,0.3,0.72,80.0,额定载荷受限,80.0,1.9414136488548521,3.081740567048736
S002,A,0.3,0.72,25.0,额定载荷受限,25.0,2.73987112859314,3.090540075318948
S002,B,0.3,0.72,26.744387348956852,能量受限,30.0,2.1841772627204414,2.998850081486445
S002,C,0.3,0.72,52.94723402921952,能量受限,80.0,4.63256038548019,7.347990745717291
S003,A,0.3,0.72,24.72716401001051,能量受限,25.0,2.7891452482805166,3.1570915512935365
S003,B,0.3,0.72,25.42171172047385,能量受限,30.0,2.2371061349689914,3.0646622174430327
S003,C,0.3,0.72,51.78278759495859,能量受限,80.0,4.643966093892555,7.382930809630359
S004,A,0.3,0.72,20.169311236835423,能量受限,25.0,2.893981562007727,3.2667401259537403
S004,B,0.3,0.72,23.441929509057832,能量受限,30.0,2.3125554847589735,3.1698459861254147
S004,C,0.3,0.72,44.747463289973595,能量受限,80.0,4.864025858246008,7.715312004474946
S005,A,0.3,0.72,25.0,额定载荷受限,25.0,1.9884729587543268,2.244901298268384
S005,B,0.3,0.72,30.0,额定载荷受限,30.0,1.589953212343397,2.178293038804701
S005,C,0.3,0.72,80.0,额定载荷受限,80.0,3.33693032340582,5.292693184380704
S006,A,0.3,0.72,25.0,额定载荷受限,25.0,1.223780823949235,1.3897165123134827
S006,B,0.3,0.72,30.0,额定载荷受限,30.0,0.9816096779815344,1.3500562144578478
S006,C,0.3,0.72,80.0,额定载荷受限,80.0,2.0373773506284674,3.2533226092430207
S007,A,0.3,0.72,25.0,额定载荷受限,25.0,1.7776129998064611,2.018034462303186
S007,B,0.3,0.72,30.0,额定载荷受限,30.0,1.4303829416098366,1.9598765342445654
S007,C,0.3,0.72,80.0,额定载荷受限,80.0,2.9355027457002585,4.679699386493309
S008,A,0.3,0.72,14.211397613542685,能量受限,25.0,3.000468595262548,3.387229795682003
S008,B,0.3,0.72,21.000144631064757,能量受限,30.0,2.39373547380264,3.2871959267273168
S008,C,0.3,0.72,36.81168837556275,能量受限,80.0,5.063617697256651,8.038055128410255
S009,A,0.3,0.72,25.0,额定载荷受限,25.0,2.1145141783701575,2.3869148572931285
S009,B,0.3,0.72,30.0,额定载荷受限,30.0,1.6863627125079372,2.3164396532358267
S009,C,0.3,0.72,79.15163771032928,能量受限,80.0,3.571474326255206,5.6696504499998355
S010,A,0.3,0.72,25.0,额定载荷受限,25.0,1.8263284657936716,2.0707751748126513
S010,B,0.3,0.72,30.0,额定载荷受限,30.0,1.4634779565042653,2.011085281088382
S010,C,0.3,0.72,80.0,额定载荷受限,80.0,3.0481123733965703,4.8589241771418905
S011,A,0.3,0.72,25.0,额定载荷受限,25.0,1.0773956135567522,1.2196242313977304
S011,B,0.3,0.72,30.0,额定载荷受限,30.0,0.8640450439874932,1.1839501833112869
S011,C,0.3,0.72,80.0,额定载荷受限,80.0,1.7944478220606963,2.8532502750832576
S012,A,0.3,0.72,25.0,额定载荷受限,25.0,2.7718433814834107,3.131467699596223
S012,B,0.3,0.72,25.979421089404592,能量受限,30.0,2.2148563320552768,3.0391918195700405
S012,C,0.3,0.72,51.74295253660968,能量受限,80.0,4.65926825067979,7.398971687167174
S013,A,0.3,0.72,25.0,额定载荷受限,25.0,1.8303364839614134,2.0742527246961613
S013,B,0.3,0.72,30.0,额定载荷受限,30.0,1.464049230743229,2.0144669638952335
S013,C,0.3,0.72,80.0,额定载荷受限,80.0,3.0687128694734085,4.891770916453756
S014,A,0.3,0.72,25.0,额定载荷受限,25.0,2.1378607115981425,2.425666030215998
S014,B,0.3,0.72,30.0,额定载荷受限,30.0,1.7219217547725332,2.3552977804822923
S014,C,0.3,0.72,79.90449107968152,能量受限,80.0,3.521660008487986,5.6076983700833685
S015,A,0.3,0.72,25.0,额定载荷受限,25.0,2.3069483694272277,2.619407597594029
S015,B,0.3,0.72,30.0,额定载荷受限,30.0,1.8502634768460056,2.5445906277755954
S015,C,0.3,0.72,73.00246439663717,能量受限,80.0,3.8415449606814347,6.133359846106891
S001,A,0.32,0.72,25.0,额定载荷受限,25.0,1.1615517233664772,1.3127361455151625
S001,B,0.32,0.72,30.0,额定载荷受限,30.0,0.930245453618144,1.2739663004816482
S001,C,0.32,0.72,80.0,额定载荷受限,80.0,1.9414136488548521,3.081740567048736
S002,A,0.32,0.72,23.77600784131872,能量受限,25.0,2.73987112859314,3.090540075318948
S002,B,0.32,0.72,25.139657002879357,能量受限,30.0,2.1841772627204414,2.998850081486445
S002,C,0.32,0.72,48.40847443965948,能量受限,80.0,4.63256038548019,7.347990745717291
S003,A,0.32,0.72,20.92592237234636,能量受限,25.0,2.7891452482805166,3.1570915512935365
S003,B,0.32,0.72,23.63478252665526,能量受限,30.0,2.2371061349689914,3.0646622174430327
S003,C,0.32,0.72,47.10713212624725,能量受限,80.0,4.643966093892555,7.382930809630359
S004,A,0.32,0.72,15.493777781975083,能量受限,25.0,2.893981562007727,3.2667401259537403
S004,B,0.32,0.72,21.451322097200094,能量受限,30.0,2.3125554847589735,3.1698459861254147
S004,C,0.32,0.72,39.127939418096595,能量受限,80.0,4.864025858246008,7.715312004474946
S005,A,0.32,0.72,25.0,额定载荷受限,25.0,1.9884729587543268,2.244901298268384
S005,B,0.32,0.72,30.0,额定载荷受限,30.0,1.589953212343397,2.178293038804701
S005,C,0.32,0.72,80.0,额定载荷受限,80.0,3.33693032340582,5.292693184380704
S006,A,0.32,0.72,25.0,额定载荷受限,25.0,1.223780823949235,1.3897165123134827
S006,B,0.32,0.72,30.0,额定载荷受限,30.0,0.9816096779815344,1.3500562144578478
S006,C,0.32,0.72,80.0,额定载荷受限,80.0,2.0373773506284674,3.2533226092430207
S007,A,0.32,0.72,25.0,额定载荷受限,25.0,1.7776129998064611,2.018034462303186
S007,B,0.32,0.72,30.0,额定载荷受限,30.0,1.4303829416098366,1.9598765342445654
S007,C,0.32,0.72,80.0,额定载荷受限,80.0,2.9355027457002585,4.679699386493309
S008,A,0.32,0.72,7.780233611409571,能量受限,25.0,3.000468595262548,3.387229795682003
S008,B,0.32,0.72,18.712928412277538,能量受限,30.0,2.39373547380264,3.2871959267273168
S008,C,0.32,0.72,29.89404557106658,能量受限,80.0,5.063617697256651,8.038055128410255
S009,A,0.32,0.72,25.0,额定载荷受限,25.0,2.1145141783701575,2.3869148572931285
S009,B,0.32,0.72,30.0,额定载荷受限,30.0,1.6863627125079372,2.3164396532358267
S009,C,0.32,0.72,77.06038009594621,能量受限,80.0,3.571474326255206,5.6696504499998355
S010,A,0.32,0.72,25.0,额定载荷受限,25.0,1.8263284657936716,2.0707751748126513
S010,B,0.32,0.72,30.0,额定载荷受限,30.0,1.4634779565042653,2.011085281088382
S010,C,0.32,0.72,80.0,额定载荷受限,80.0,3.0481123733965703,4.8589241771418905
S011,A,0.32,0.72,25.0,额定载荷受限,25.0,1.0773956135567522,1.2196242313977304
S011,B,0.32,0.72,30.0,额定载荷受限,30.0,0.8640450439874932,1.1839501833112869
S011,C,0.32,0.72,80.0,额定载荷受限,80.0,1.7944478220606963,2.8532502750832576
S012,A,0.32,0.72,22.056913778749543,能量受限,25.0,2.7718433814834107,3.131467699596223
S012,B,0.32,0.72,24.279435654682104,能量受限,30.0,2.2148563320552768,3.0391918195700405
S012,C,0.32,0.72,47.062473471949836,能量受限,80.0,4.65926825067979,7.398971687167174
S013,A,0.32,0.72,25.0,额定载荷受限,25.0,1.8303364839614134,2.0742527246961613
S013,B,0.32,0.72,30.0,额定载荷受限,30.0,1.464049230743229,2.0144669638952335
S013,C,0.32,0.72,80.0,额定载荷受限,80.0,3.0687128694734085,4.891770916453756
S014,A,0.32,0.72,25.0,额定载荷受限,25.0,2.1378607115981425,2.425666030215998
S014,B,0.32,0.72,30.0,额定载荷受限,30.0,1.7219217547725332,2.3552977804822923
S014,C,0.32,0.72,77.81328503295846,能量受限,80.0,3.521660008487986,5.6076983700833685
S015,A,0.32,0.72,25.0,额定载荷受限,25.0,2.3069483694272277,2.619407597594029
S015,B,0.32,0.72,30.0,额定载荷受限,30.0,1.8502634768460056,2.5445906277755954
S015,C,0.32,0.72,70.40727388783097,能量受限,80.0,3.8415449606814347,6.133359846106891
S001,A,0.34,0.72,25.0,额定载荷受限,25.0,1.1615517233664772,1.3127361455151625
S001,B,0.34,0.72,30.0,额定载荷受限,30.0,0.930245453618144,1.2739663004816482
S001,C,0.34,0.72,80.0,额定载荷受限,80.0,1.9414136488548521,3.081740567048736
S002,A,0.34,0.72,19.680840380527016,能量受限,25.0,2.73987112859314,3.090540075318948
S002,B,0.34,0.72,23.307886540154787,能量受限,30.0,2.1841772627204414,2.998850081486445
S002,C,0.34,0.72,43.13316151253606,能量受限,80.0,4.63256038548019,7.347990745717291
S003,A,0.34,0.72,16.311602182252845,能量受限,25.0,2.7891452482805166,3.1570915512935365
S003,B,0.34,0.72,21.581595236103375,能量受限,30.0,2.2371061349689914,3.0646622174430327
S003,C,0.34,0.72,41.68234367810377,能量受限,80.0,4.643966093892555,7.382930809630359
S004,A,0.34,0.72,9.339942547360156,能量受限,25.0,2.893981562007727,3.2667401259537403
S004,B,0.34,0.72,19.136543994356803,能量受限,30.0,2.3125554847589735,3.1698459861254147
S004,C,0.34,0.72,32.41271922113241,能量受限,80.0,4.864025858246008,7.715312004474946
S005,A,0.34,0.72,25.0,额定载荷受限,25.0,1.9884729587543268,2.244901298268384
S005,B,0.34,0.72,30.0,额定载荷受限,30.0,1.589953212343397,2.178293038804701
S005,C,0.34,0.72,79.83610370152238,能量受限,80.0,3.33693032340582,5.292693184380704
S006,A,0.34,0.72,25.0,额定载荷受限,25.0,1.223780823949235,1.3897165123134827
S006,B,0.34,0.72,30.0,额定载荷受限,30.0,0.9816096779815344,1.3500562144578478
S006,C,0.34,0.72,80.0,额定载荷受限,80.0,2.0373773506284674,3.2533226092430207
S007,A,0.34,0.72,25.0,额定载荷受限,25.0,1.7776129998064611,2.018034462303186
S007,B,0.34,0.72,30.0,额定载荷受限,30.0,1.4303829416098366,1.9598765342445654
S007,C,0.34,0.72,80.0,额定载荷受限,80.0,2.9355027457002585,4.679699386493309
S008,A,0.34,0.72,,不可达,25.0,3.000468595262548,3.387229795682003
S008,B,0.34,0.72,16.005734137722783,能量受限,30.0,2.39373547380264,3.2871959267273168
S008,C,0.34,0.72,21.176835644810485,能量受限,80.0,5.063617697256651,8.038055128410255
S009,A,0.34,0.72,25.0,额定载荷受限,25.0,2.1145141783701575,2.3869148572931285
S009,B,0.34,0.72,30.0,额定载荷受限,30.0,1.6863627125079372,2.3164396532358267
S009,C,0.34,0.72,74.74409168343924,能量受限,80.0,3.571474326255206,5.6696504499998355
S010,A,0.34,0.72,25.0,额定载荷受限,25.0,1.8263284657936716,2.0707751748126513
S010,B,0.34,0.72,30.0,额定载荷受限,30.0,1.4634779565042653,2.011085281088382
S010,C,0.34,0.72,80.0,额定载荷受限,80.0,3.0481123733965703,4.8589241771418905
S011,A,0.34,0.72,25.0,额定载荷受限,25.0,1.0773956135567522,1.2196242313977304
S011,B,0.34,0.72,30.0,额定载荷受限,30.0,0.8640450439874932,1.1839501833112869
S011,C,0.34,0.72,80.0,额定载荷受限,80.0,1.7944478220606963,2.8532502750832576
S012,A,0.34,0.72,17.64943123079673,能量受限,25.0,2.7718433814834107,3.131467699596223
S012,B,0.34,0.72,22.33174177678311,能量受限,30.0,2.2148563320552768,3.0391918195700405
S012,C,0.34,0.72,41.61513231582946,能量受限,80.0,4.65926825067979,7.398971687167174
S013,A,0.34,0.72,25.0,额定载荷受限,25.0,1.8303364839614134,2.0742527246961613
S013,B,0.34,0.72,30.0,额定载荷受限,30.0,1.464049230743229,2.0144669638952335
S013,C,0.34,0.72,80.0,额定载荷受限,80.0,3.0687128694734085,4.891770916453756
S014,A,0.34,0.72,25.0,额定载荷受限,25.0,2.1378607115981425,2.425666030215998
S014,B,0.34,0.72,30.0,额定载荷受限,30.0,1.7219217547725332,2.3552977804822923
S014,C,0.34,0.72,75.49698945243972,能量受限,80.0,3.521660008487986,5.6076983700833685
S015,A,0.34,0.72,25.0,额定载荷受限,25.0,2.3069483694272277,2.619407597594029
S015,B,0.34,0.72,30.0,额定载荷受限,30.0,1.8502634768460056,2.5445906277755954
S015,C,0.34,0.72,67.5112534693552,能量受限,80.0,3.8415449606814347,6.133359846106891
S001,A,0.35,0.72,25.0,额定载荷受限,25.0,1.1615517233664772,1.3127361455151625
S001,B,0.35,0.72,30.0,额定载荷受限,30.0,0.930245453618144,1.2739663004816482
S001,C,0.35,0.72,80.0,额定载荷受限,80.0,1.9414136488548521,3.081740567048736
S002,A,0.35,0.72,17.282181403940612,能量受限,25.0,2.73987112859314,3.090540075318948
S002,B,0.35,0.72,22.28930743000136,能量受限,30.0,2.1841772627204414,2.998850081486445
S002,C,0.35,0.72,40.14741190386041,能量受限,80.0,4.63256038548019,7.347990745717291
S003,A,0.35,0.72,13.563042496272033,能量受限,25.0,2.7891452482805166,3.1570915512935365
S003,B,0.35,0.72,20.433304575525824,能量受限,30.0,2.2371061349689914,3.0646622174430327
S003,C,0.35,0.72,38.61774645998834,能量受限,80.0,4.643966093892555,7.382930809630359
S004,A,0.35,0.72,5.068978460027654,能量受限,25.0,2.893981562007727,3.2667401259537403
S004,B,0.35,0.72,17.826293230921458,能量受限,30.0,2.3125554847589735,3.1698459861254147
S004,C,0.35,0.72,28.493182329357087,能量受限,80.0,4.864025858246008,7.715312004474946
S005,A,0.35,0.72,25.0,额定载荷受限,25.0,1.9884729587543268,2.244901298268384
S005,B,0.35,0.72,30.0,额定载荷受限,30.0,1.589953212343397,2.178293038804701
S005,C,0.35,0.72,78.77170034530202,能量受限,80.0,3.33693032340582,5.292693184380704
S006,A,0.35,0.72,25.0,额定载荷受限,25.0,1.223780823949235,1.3897165123134827
S006,B,0.35,0.72,30.0,额定载荷受限,30.0,0.9816096779815344,1.3500562144578478
S006,C,0.35,0.72,80.0,额定载荷受限,80.0,2.0373773506284674,3.2533226092430207
S007,A,0.35,0.72,25.0,额定载荷受限,25.0,1.7776129998064611,2.018034462303186
S007,B,0.35,0.72,30.0,额定载荷受限,30.0,1.4303829416098366,1.9598765342445654
S007,C,0.35,0.72,80.0,额定载荷受限,80.0,2.9355027457002585,4.679699386493309
S008,A,0.35,0.72,,不可达,25.0,3.000468595262548,3.387229795682003
S008,B,0.35,0.72,14.443905915936766,能量受限,30.0,2.39373547380264,3.2871959267273168
S008,C,0.35,0.72,15.679056017302313,能量受限,80.0,5.063617697256651,8.038055128410255
S009,A,0.35,0.72,25.0,额定载荷受限,25.0,2.1145141783701575,2.3869148572931285
S009,B,0.35,0.72,30.0,额定载荷受限,30.0,1.6863627125079372,2.3164396532358267
S009,C,0.35,0.72,73.48956364602051,能量受限,80.0,3.571474326255206,5.6696504499998355
S010,A,0.35,0.72,25.0,额定载荷受限,25.0,1.8263284657936716,2.0707751748126513
S010,B,0.35,0.72,30.0,额定载荷受限,30.0,1.4634779565042653,2.011085281088382
S010,C,0.35,0.72,80.0,额定载荷受限,80.0,3.0481123733965703,4.8589241771418905
S011,A,0.35,0.72,25.0,额定载荷受限,25.0,1.0773956135567522,1.2196242313977304
S011,B,0.35,0.72,30.0,额定载荷受限,30.0,0.8640450439874932,1.1839501833112869
S011,C,0.35,0.72,80.0,额定载荷受限,80.0,1.7944478220606963,2.8532502750832576
S012,A,0.35,0.72,15.037631177597497,能量受限,25.0,2.7718433814834107,3.131467699596223
S012,B,0.35,0.72,21.245121892233858,能量受限,30.0,2.2148563320552768,3.0391918195700405
S012,C,0.35,0.72,38.52782073503242,能量受限,80.0,4.65926825067979,7.398971687167174
S013,A,0.35,0.72,25.0,额定载荷受限,25.0,1.8303364839614134,2.0742527246961613
S013,B,0.35,0.72,30.0,额定载荷受限,30.0,1.464049230743229,2.0144669638952335
S013,C,0.35,0.72,80.0,额定载荷受限,80.0,3.0687128694734085,4.891770916453756
S014,A,0.35,0.72,25.0,额定载荷受限,25.0,2.1378607115981425,2.425666030215998
S014,B,0.35,0.72,30.0,额定载荷受限,30.0,1.7219217547725332,2.3552977804822923
S014,C,0.35,0.72,74.24266553359878,能量受限,80.0,3.521660008487986,5.6076983700833685
S015,A,0.35,0.72,25.0,额定载荷受限,25.0,2.3069483694272277,2.619407597594029
S015,B,0.35,0.72,30.0,额定载荷受限,30.0,1.8502634768460056,2.5445906277755954
S015,C,0.35,0.72,65.93313929309966,能量受限,80.0,3.8415449606814347,6.133359846106891
S001,A,0.35267099785647654,0.72,25.0,额定载荷受限,25.0,1.1615517233664772,1.3127361455151625
S001,B,0.35267099785647654,0.72,30.0,额定载荷受限,30.0,0.930245453618144,1.2739663004816482
S001,C,0.35267099785647654,0.72,80.0,额定载荷受限,80.0,1.9414136488548521,3.081740567048736
S002,A,0.35267099785647654,0.72,16.59055227358841,能量受限,25.0,2.73987112859314,3.090540075318948
S002,B,0.35267099785647654,0.72,22.004035714925344,能量受限,30.0,2.1841772627204414,2.998850081486445
S002,C,0.35267099785647654,0.72,39.30346227328181,能量受限,80.0,4.63256038548019,7.347990745717291
S003,A,0.35267099785647654,0.72,12.761169256599503,能量受限,25.0,2.7891452482805166,3.1570915512935365
S003,B,0.35267099785647654,0.72,20.1108091671379,能量受限,30.0,2.2371061349689914,3.0646622174430327
S003,C,0.35267099785647654,0.72,37.752360946781884,能量受限,80.0,4.643966093892555,7.382930809630359
S004,A,0.35267099785647654,0.72,3.5958479228682423,能量受限,25.0,2.893981562007727,3.2667401259537403
S004,B,0.35267099785647654,0.72,17.455967513878637,能量受限,30.0,2.3125554847589735,3.1698459861254147
S004,C,0.35267099785647654,0.72,27.36527176525414,能量受限,80.0,4.864025858246008,7.715312004474946
S005,A,0.35267099785647654,0.72,25.0,额定载荷受限,25.0,1.9884729587543268,2.244901298268384
S005,B,0.35267099785647654,0.72,30.0,额定载荷受限,30.0,1.589953212343397,2.178293038804701
S005,C,0.35267099785647654,0.72,78.47786492721748,能量受限,80.0,3.33693032340582,5.292693184380704
S006,A,0.35267099785647654,0.72,25.0,额定载荷受限,25.0,1.223780823949235,1.3897165123134827
S006,B,0.35267099785647654,0.72,30.0,额定载荷受限,30.0,0.9816096779815344,1.3500562144578478
S006,C,0.35267099785647654,0.72,80.0,额定载荷受限,80.0,2.0373773506284674,3.2533226092430207
S007,A,0.35267099785647654,0.72,25.0,额定载荷受限,25.0,1.7776129998064611,2.018034462303186
S007,B,0.35267099785647654,0.72,30.0,额定载荷受限,30.0,1.4303829416098366,1.9598765342445654
S007,C,0.35267099785647654,0.72,80.0,额定载荷受限,80.0,2.9355027457002585,4.679699386493309
S008,A,0.35267099785647654,0.72,,不可达,25.0,3.000468595262548,3.387229795682003
S008,B,0.35267099785647654,0.72,13.997717422392762,能量受限,30.0,2.39373547380264,3.2871959267273168
S008,C,0.35267099785647654,0.72,14.000650047977814,能量受限,80.0,5.063617697256651,8.038055128410255
S009,A,0.35267099785647654,0.72,25.0,额定载荷受限,25.0,2.1145141783701575,2.3869148572931285
S009,B,0.35267099785647654,0.72,30.0,额定载荷受限,30.0,1.6863627125079372,2.3164396532358267
S009,C,0.35267099785647654,0.72,73.14258312453993,能量受限,80.0,3.571474326255206,5.6696504499998355
S010,A,0.35267099785647654,0.72,25.0,额定载荷受限,25.0,1.8263284657936716,2.0707751748126513
S010,B,0.35267099785647654,0.72,30.0,额定载荷受限,30.0,1.4634779565042653,2.011085281088382
S010,C,0.35267099785647654,0.72,80.0,额定载荷受限,80.0,3.0481123733965703,4.8589241771418905
S011,A,0.35267099785647654,0.72,25.0,额定载荷受限,25.0,1.0773956135567522,1.2196242313977304
S011,B,0.35267099785647654,0.72,30.0,额定载荷受限,30.0,0.8640450439874932,1.1839501833112869
S011,C,0.35267099785647654,0.72,80.0,额定载荷受限,80.0,1.7944478220606963,2.8532502750832576
S012,A,0.35267099785647654,0.72,14.27867893806193,能量受限,25.0,2.7718433814834107,3.131467699596223
S012,B,0.35267099785647654,0.72,20.940303840663173,能量受限,30.0,2.2148563320552768,3.0391918195700405
S012,C,0.35267099785647654,0.72,37.65450765953434,能量受限,80.0,4.65926825067979,7.398971687167174
S013,A,0.35267099785647654,0.72,25.0,额定载荷受限,25.0,1.8303364839614134,2.0742527246961613
S013,B,0.35267099785647654,0.72,30.0,额定载荷受限,30.0,1.464049230743229,2.0144669638952335
S013,C,0.35267099785647654,0.72,80.0,额定载荷受限,80.0,3.0687128694734085,4.891770916453756
S014,A,0.35267099785647654,0.72,25.0,额定载荷受限,25.0,2.1378607115981425,2.425666030215998
S014,B,0.35267099785647654,0.72,30.0,额定载荷受限,30.0,1.7219217547725332,2.3552977804822923
S014,C,0.35267099785647654,0.72,73.89578769096126,能量受限,80.0,3.521660008487986,5.6076983700833685
S015,A,0.35267099785647654,0.72,25.0,额定载荷受限,25.0,2.3069483694272277,2.619407597594029
S015,B,0.35267099785647654,0.72,30.0,额定载荷受限,30.0,1.8502634768460056,2.5445906277755954
S015,C,0.35267099785647654,0.72,65.49545566930391,能量受限,80.0,3.8415449606814347,6.133359846106891
S001,A,0.3526719978564765,0.72,25.0,额定载荷受限,25.0,1.1615517233664772,1.3127361455151625
S001,B,0.3526719978564765,0.72,30.0,额定载荷受限,30.0,0.930245453618144,1.2739663004816482
S001,C,0.3526719978564765,0.72,80.0,额定载荷受限,80.0,1.9414136488548521,3.081740567048736
S002,A,0.3526719978564765,0.72,16.59028882075658,能量受限,25.0,2.73987112859314,3.090540075318948
S002,B,0.3526719978564765,0.72,22.003927810747903,能量受限,30.0,2.1841772627204414,2.998850081486445
S002,C,0.3526719978564765,0.72,39.30314236593793,能量受限,80.0,4.63256038548019,7.347990745717291
S003,A,0.3526719978564765,0.72,12.760862838978719,能量受限,25.0,2.7891452482805166,3.1570915512935365
S003,B,0.3526719978564765,0.72,20.110687106714735,能量受限,30.0,2.2371061349689914,3.0646622174430327
S003,C,0.3526719978564765,0.72,37.752032988175316,能量受限,80.0,4.643966093892555,7.382930809630359
S004,A,0.3526719978564765,0.72,3.5952466080780137,能量受限,25.0,2.893981562007727,3.2667401259537403
S004,B,0.3526719978564765,0.72,17.455827142429346,能量受限,30.0,2.3125554847589735,3.1698459861254147
S004,C,0.3526719978564765,0.72,27.36484233446384,能量受限,80.0,4.864025858246008,7.715312004474946
S005,A,0.3526719978564765,0.72,25.0,额定载荷受限,25.0,1.9884729587543268,2.244901298268384
S005,B,0.3526719978564765,0.72,30.0,额定载荷受限,30.0,1.589953212343397,2.178293038804701
S005,C,0.3526719978564765,0.72,78.47775413923445,能量受限,80.0,3.33693032340582,5.292693184380704
S006,A,0.3526719978564765,0.72,25.0,额定载荷受限,25.0,1.223780823949235,1.3897165123134827
S006,B,0.3526719978564765,0.72,30.0,额定载荷受限,30.0,0.9816096779815344,1.3500562144578478
S006,C,0.3526719978564765,0.72,80.0,额定载荷受限,80.0,2.0373773506284674,3.2533226092430207
S007,A,0.3526719978564765,0.72,25.0,额定载荷受限,25.0,1.7776129998064611,2.018034462303186
S007,B,0.3526719978564765,0.72,30.0,额定载荷受限,30.0,1.4303829416098366,1.9598765342445654
S007,C,0.3526719978564765,0.72,80.0,额定载荷受限,80.0,2.9355027457002585,4.679699386493309
S008,A,0.3526719978564765,0.72,,不可达,25.0,3.000468595262548,3.387229795682003
S008,B,0.3526719978564765,0.72,13.997547857262031,能量受限,30.0,2.39373547380264,3.2871959267273168
S008,C,0.3526719978564765,0.72,14.000000000000057,能量受限,80.0,5.063617697256651,8.038055128410255
S009,A,0.3526719978564765,0.72,25.0,额定载荷受限,25.0,2.1145141783701575,2.3869148572931285
S009,B,0.3526719978564765,0.72,30.0,额定载荷受限,30.0,1.6863627125079372,2.3164396532358267
S009,C,0.3526719978564765,0.72,73.1424522442363,能量受限,80.0,3.571474326255206,5.6696504499998355
S010,A,0.3526719978564765,0.72,25.0,额定载荷受限,25.0,1.8263284657936716,2.0707751748126513
S010,B,0.3526719978564765,0.72,30.0,额定载荷受限,30.0,1.4634779565042653,2.011085281088382
S010,C,0.3526719978564765,0.72,80.0,额定载荷受限,80.0,3.0481123733965703,4.8589241771418905
S011,A,0.3526719978564765,0.72,25.0,额定载荷受限,25.0,1.0773956135567522,1.2196242313977304
S011,B,0.3526719978564765,0.72,30.0,额定载荷受限,30.0,0.8640450439874932,1.1839501833112869
S011,C,0.3526719978564765,0.72,80.0,额定载荷受限,80.0,1.7944478220606963,2.8532502750832576
S012,A,0.3526719978564765,0.72,14.278389247689129,能量受限,25.0,2.7718433814834107,3.131467699596223
S012,B,0.3526719978564765,0.72,20.940188501178596,能量受限,30.0,2.2148563320552768,3.0391918195700405
S012,C,0.3526719978564765,0.72,37.654176561916294,能量受限,80.0,4.65926825067979,7.398971687167174
S013,A,0.3526719978564765,0.72,25.0,额定载荷受限,25.0,1.8303364839614134,2.0742527246961613
S013,B,0.3526719978564765,0.72,30.0,额定载荷受限,30.0,1.464049230743229,2.0144669638952335
S013,C,0.3526719978564765,0.72,80.0,额定载荷受限,80.0,3.0687128694734085,4.891770916453756
S014,A,0.3526719978564765,0.72,25.0,额定载荷受限,25.0,2.1378607115981425,2.425666030215998
