seed,wave,N_cap,E_cap,L_cap,solver_return_count
202631,1,25.0,65.455822995215,702.5439157410597,2
202632,1,27.0,64.79918698396384,902.5439157410597,2
202633,1,24.0,65.955822995215,612.5438554866743,5
202634,1,23.0,66.955822995215,1102.5439157410597,0
202641,2,25.0,65.455822995215,702.5439157410597,3
202642,2,27.0,64.78674627668312,902.5439157410597,1
202643,2,24.0,65.955822995215,612.5438554866743,6
202644,2,23.0,66.955822995215,1102.5439157410597,0
