from,to,distance,cruise,up,down,terrain,cells
4,13,6196.834199747345,372.2989807128906,143.9989807128906,20.598980712890636,322.2989807128906,289
4,14,9294.319073004002,555.3861083984375,327.0861083984375,204.3861083984375,505.3861083984375,426
4,15,5649.854646912051,691.2510375976562,462.95103759765624,216.75103759765625,641.2510375976562,267
5,0,5280.5933691157215,326.410888671875,131.410888671875,198.710888671875,276.410888671875,181
5,1,2928.2450227459353,316.13800048828125,121.13800048828125,132.13800048828125,266.13800048828125,136
5,2,3476.8588327008497,406.79864501953125,211.79864501953125,187.29864501953125,356.79864501953125,161
5,3,6341.959268764236,583.8880615234375,388.8880615234375,245.3880615234375,533.8880615234375,272
5,4,2608.294551451009,365.80657958984375,170.80657958984375,137.50657958984374,315.80657958984375,114
5,6,6107.345678773729,416.7322998046875,221.7322998046875,101.93229980468749,366.7322998046875,278
5,7,4688.674242830819,517.1478271484375,322.1478271484375,168.6478271484375,467.1478271484375,225
5,8,3040.519784035267,366.78717041015625,171.78717041015625,95.88717041015627,316.78717041015625,141
5,9,2650.8444952114646,363.5632019042969,168.56320190429688,133.56320190429688,313.5632019042969,97
5,10,6362.158983477257,466.15325927734375,271.15325927734375,114.55325927734373,416.15325927734375,305
5,11,2802.7636017267305,347.5489196777344,152.54891967773438,135.44891967773438,297.5489196777344,117
5,12,5624.552469240197,363.5632019042969,168.56320190429688,83.76320190429686,313.5632019042969,204
5,13,5215.452718960246,374.4444580078125,179.4444580078125,22.74445800781251,324.4444580078125,246
5,14,7996.206910845728,602.8875122070312,407.88751220703125,251.88751220703125,552.8875122070312,383
5,15,3756.100728998738,618.6133422851562,423.61334228515625,144.11334228515625,568.6133422851562,154
6,0,3186.1988523508403,366.09783935546875,51.29783935546874,238.39783935546876,316.09783935546875,116
6,1,5296.500843364798,393.9356384277344,79.13563842773436,209.93563842773438,343.9356384277344,251
6,2,9185.738653365108,394.2987060546875,79.49870605468749,174.7987060546875,344.2987060546875,438
6,3,4801.178457963222,662.3626708984375,347.5626708984375,323.8626708984375,612.3626708984375,229
6,4,8706.373977539055,425.2806396484375,110.48063964843749,196.9806396484375,375.2806396484375,391
6,5,6107.345678773729,416.7322998046875,101.93229980468749,221.7322998046875,366.7322998046875,278
6,7,2507.4538963749987,590.361328125,275.561328125,241.861328125,540.361328125,104
6,8,8061.429183547669,567.8421020507812,253.04210205078124,296.9421020507813,517.8421020507812,306
6,9,7669.726455069315,391.0712890625,76.27128906249999,161.0712890625,341.0712890625,368
6,10,7921.57620526225,433.2227783203125,118.42277832031249,81.62277832031248,383.2227783203125,318
6,11,3409.8268591147494,400.46759033203125,85.66759033203124,188.36759033203126,350.46759033203125,162
6,12,9991.005408746862,435.3490295410156,120.54902954101561,155.5490295410156,385.3490295410156,469
6,13,7783.246213584944,394.1709289550781,79.37092895507811,42.470928955078136,344.1709289550781,343
6,14,8596.657308335378,606.662109375,291.862109375,255.662109375,556.662109375,312
6,15,4684.467491284072,651.2601318359375,336.4601318359375,176.7601318359375,601.2601318359375,177
7,0,4534.717374921003,511.9731750488281,163.47317504882812,384.27317504882814,461.9731750488281,213
7,1,5188.755906060897,439.17535400390625,90.67535400390625,255.17535400390625,389.17535400390625,198
7,2,8119.9749226430185,474.7281799316406,126.22817993164062,255.22817993164062,424.7281799316406,385
7,3,2734.688325170388,410.6993408203125,62.1993408203125,72.1993408203125,360.6993408203125,126
7,4,7097.409235448679,593.2369995117188,244.73699951171875,364.93699951171874,543.2369995117188,338
7,5,4688.674242830819,517.1478271484375,168.6478271484375,322.1478271484375,467.1478271484375,225
7,6,2507.4538963749987,590.361328125,241.861328125,275.561328125,540.361328125,104
7,8,5911.691774962494,656.739501953125,308.239501953125,385.839501953125,606.739501953125,253
7,9,6909.13498404727,468.3708190917969,119.87081909179688,238.37081909179688,418.3708190917969,315
7,10,8600.953063992387,436.94964599609375,88.44964599609375,85.34964599609373,386.94964599609375,337
7,11,2834.4871024094673,439.17535400390625,90.67535400390625,227.07535400390626,389.17535400390625,109
7,12,9665.421630344517,457.66363525390625,109.16363525390625,177.86363525390624,407.66363525390625,416
7,13,8056.279598578933,432.5381164550781,84.03811645507812,80.83811645507814,382.5381164550781,290
7,14,9684.640719404892,580.8557739257812,232.35577392578125,229.85577392578125,530.8557739257812,415
7,15,2219.350975741213,502.918212890625,154.418212890625,28.418212890625,452.918212890625,74
8,0,8079.110448788477,372.9093322753906,102.00933227539065,245.20933227539064,322.9093322753906,321
8,1,5968.762003083185,366.78717041015625,95.88717041015627,182.78717041015625,316.78717041015625,276
8,2,4804.608941252063,381.8424987792969,110.9424987792969,162.34249877929688,331.8424987792969,199
8,3,6255.275706641217,796.0787353515625,525.1787353515625,457.5787353515625,746.0787353515625,300
8,4,2612.94254157721,386.83349609375,115.93349609375002,158.53349609375,336.83349609375,98
8,5,3040.519784035267,366.78717041015625,95.88717041015627,171.78717041015625,316.78717041015625,141
8,6,8061.429183547669,567.8421020507812,296.9421020507813,253.04210205078124,517.8421020507812,306
8,7,5911.691774962494,656.739501953125,385.839501953125,308.239501953125,606.739501953125,253
8,9,5019.818775521816,388.620361328125,117.72036132812502,158.620361328125,338.620361328125,237
8,10,9294.307503123071,469.0903015136719,198.1903015136719,117.49030151367185,419.0903015136719,445
8,11,5327.220537595023,412.91650390625,142.01650390625002,200.81650390625,362.91650390625,199
8,12,7730.731128064233,359.1531982421875,88.25319824218752,79.35319824218749,309.1531982421875,344
8,13,8055.544714856612,386.37310791015625,115.47310791015627,34.67310791015626,336.37310791015625,386
8,14,10975.508842233858,592.4922485351562,321.5922485351563,241.49224853515625,542.4922485351562,523
8,15,3929.3323094625107,710.450927734375,439.550927734375,235.950927734375,660.450927734375,182
9,0,5705.303446619009,293.2289123535156,63.228912353515625,165.52891235351564,243.22891235351562,253
9,1,2651.3139266678877,293.2289123535156,63.228912353515625,109.22891235351562,243.22891235351562,118
9,2,1724.583638178246,328.2866516113281,98.28665161132812,108.78665161132812,278.2866516113281,71
9,3,8900.023983514806,594.588134765625,364.588134765625,256.088134765625,544.588134765625,362
9,4,2985.4583447541227,325.2157897949219,95.21578979492188,96.91578979492186,275.2157897949219,140
9,5,2650.8444952114646,363.5632019042969,133.56320190429688,168.56320190429688,313.5632019042969,97
9,6,7669.726455069315,391.0712890625,161.0712890625,76.27128906249999,341.0712890625,368
9,7,6909.13498404727,468.3708190917969,238.37081909179688,119.87081909179688,418.3708190917969,315
9,8,5019.818775521816,388.620361328125,158.620361328125,117.72036132812502,338.620361328125,237
9,10,4564.345674766632,482.957275390625,252.957275390625,131.35727539062498,432.957275390625,209
9,11,4325.841074266331,315.66766357421875,85.66766357421875,103.56766357421876,265.66766357421875,207
9,12,2973.7180351331926,360.91961669921875,130.91961669921875,81.11961669921874,310.91961669921875,108
9,13,3211.380182761813,372.2989807128906,142.29898071289062,20.598980712890636,322.2989807128906,150
9,14,6315.671828574573,552.7727966308594,322.7727966308594,201.77279663085938,502.7727966308594,287
9,15,6364.775032059946,582.3267822265625,352.3267822265625,107.8267822265625,532.3267822265625,244
10,0,4784.674506261786,435.63653564453125,84.03653564453123,307.93653564453126,385.63653564453125,203
10,1,3710.296406865785,431.0796813964844,79.47968139648435,247.07968139648438,381.0796813964844,170
10,2,5917.156741090852,491.85394287109375,140.25394287109373,272.35394287109375,441.85394287109375,247
10,3,11226.030879235004,516.9641723632812,165.36417236328123,178.46417236328125,466.96417236328125,462
10,4,7545.766883322482,482.957275390625,131.35727539062498,254.657275390625,432.957275390625,348
10,5,6362.158983477257,466.15325927734375,114.55325927734373,271.15325927734375,416.15325927734375,305
10,6,7921.57620526225,433.2227783203125,81.62277832031248,118.42277832031249,383.2227783203125,318
10,7,8600.953063992387,436.94964599609375,85.34964599609373,88.44964599609375,386.94964599609375,337
10,8,9294.307503123071,469.0903015136719,117.49030151367185,198.1903015136719,419.0903015136719,445
10,9,4564.345674766632,482.957275390625,131.35727539062498,252.957275390625,432.957275390625,209
10,11,5874.255551655096,437.0433349609375,85.44333496093748,224.9433349609375,387.0433349609375,247
10,12,3951.019075213486,473.1903076171875,121.59030761718748,193.3903076171875,423.1903076171875,152
10,13,1378.6901866268836,504.07037353515625,152.47037353515623,152.37037353515626,454.07037353515625,60
10,14,1753.2001641815993,537.5635681152344,185.96356811523435,186.56356811523438,487.5635681152344,79
10,15,9197.582059770937,618.3262329101562,266.7262329101562,143.82623291015625,568.3262329101562,410
11,0,2808.106412371872,295.36175537109375,83.26175537109376,167.66175537109376,245.36175537109375,123
11,1,2354.5107772214506,276.3879089355469,64.28790893554688,92.38790893554688,226.38790893554688,90
11,2,5782.491471312821,361.78533935546875,149.68533935546876,142.28533935546875,311.78533935546875,277
11,3,5357.674991345907,535.4223022460938,323.3223022460937,196.92230224609375,485.42230224609375,216
11,4,5403.918133246597,361.138916015625,149.038916015625,132.838916015625,311.138916015625,230
11,5,2802.7636017267305,347.5489196777344,135.44891967773438,152.54891967773438,297.5489196777344,117
11,6,3409.8268591147494,400.46759033203125,188.36759033203126,85.66759033203124,350.46759033203125,162
11,7,2834.4871024094673,439.17535400390625,227.07535400390626,90.67535400390625,389.17535400390625,109
11,8,5327.220537595023,412.91650390625,200.81650390625,142.01650390625002,362.91650390625,199
11,9,4325.841074266331,315.66766357421875,103.56766357421876,85.66766357421875,265.66766357421875,207
11,10,5874.255551655096,437.0433349609375,224.9433349609375,85.44333496093748,387.0433349609375,247
11,12,6905.034446842322,420.4505615234375,208.3505615234375,140.6505615234375,370.4505615234375,308
11,13,5234.089762533829,378.3608093261719,166.26080932617188,26.660809326171886,328.3608093261719,188
11,14,7128.15504301,618.5668334960938,406.4668334960937,267.56683349609375,568.5668334960938,325
11,15,3461.755516771227,588.7306518554688,376.6306518554687,114.23065185546875,538.7306518554688,164
12,0,7391.140162515388,413.3009948730469,133.50099487304686,285.6009948730469,363.3009948730469,354
12,1,4698.611392664784,435.599609375,155.799609375,251.599609375,385.599609375,219
12,2,3072.0905890638464,408.1782531738281,128.3782531738281,188.67825317382812,358.1782531738281,146
12,3,11820.289412987078,594.5889282226562,314.78892822265624,256.08892822265625,544.5889282226562,463
12,4,5286.82737607213,362.0069580078125,82.20695800781249,133.7069580078125,312.0069580078125,247
12,5,5624.552469240197,363.5632019042969,83.76320190429686,168.56320190429688,313.5632019042969,204
12,6,9991.005408746862,435.3490295410156,155.5490295410156,120.54902954101561,385.3490295410156,469
12,7,9665.421630344517,457.66363525390625,177.86363525390624,109.16363525390625,407.66363525390625,416
12,8,7730.731128064233,359.1531982421875,79.35319824218749,88.25319824218752,309.1531982421875,344
12,9,2973.7180351331926,360.91961669921875,81.11961669921874,130.91961669921875,310.91961669921875,108
12,10,3951.019075213486,473.1903076171875,193.3903076171875,121.59030761718748,423.1903076171875,152
12,11,6905.034446842322,420.4505615234375,140.6505615234375,208.3505615234375,370.4505615234375,308
12,13,2855.3381723583707,436.5263671875,156.7263671875,84.82636718750001,386.5263671875,127
12,14,5454.829145664104,531.1858215332031,251.3858215332031,180.18582153320312,481.1858215332031,180
12,15,9320.58771850482,584.7462158203125,304.9462158203125,110.2462158203125,534.7462158203125,345
13,0,4849.53685454878,399.18182373046875,47.48182373046876,271.48182373046876,349.18182373046875,228
13,1,2899.3304496844207,378.3608093261719,26.660809326171886,194.36080932617188,328.3608093261719,111
13,2,4540.229317505124,377.2103271484375,25.51032714843751,157.7103271484375,327.2103271484375,188
13,3,10559.663023062198,555.9443969726562,204.24439697265626,217.44439697265625,505.94439697265625,403
13,4,6196.834199747345,372.2989807128906,20.598980712890636,143.9989807128906,322.2989807128906,289
13,5,5215.452718960246,374.4444580078125,22.74445800781251,179.4444580078125,324.4444580078125,246
13,6,7783.246213584944,394.1709289550781,42.470928955078136,79.37092895507811,344.1709289550781,343
13,7,8056.279598578933,432.5381164550781,80.83811645507814,84.03811645507812,382.5381164550781,290
13,8,8055.544714856612,386.37310791015625,34.67310791015626,115.47310791015627,336.37310791015625,386
13,9,3211.380182761813,372.2989807128906,20.598980712890636,142.29898071289062,322.2989807128906,150
13,10,1378.6901866268836,504.07037353515625,152.37037353515626,152.47037353515623,454.07037353515625,60
13,11,5234.089762533829,378.3608093261719,26.660809326171886,166.26080932617188,328.3608093261719,188
13,12,2855.3381723583707,436.5263671875,84.82636718750001,156.7263671875,386.5263671875,127
13,14,3127.4329177558398,533.2603149414062,181.56031494140626,182.26031494140625,483.26031494140625,138
13,15,8350.811075889993,579.7706298828125,228.0706298828125,105.2706298828125,529.7706298828125,351
14,0,5419.5362999417475,591.9473876953125,240.9473876953125,464.2473876953125,541.9473876953125,203
14,1,5196.473098058807,600.0504150390625,249.0504150390625,416.0504150390625,550.0504150390625,248
14,2,7654.791491973555,507.5832214355469,156.58322143554688,288.0832214355469,457.5832214355469,325
14,3,12386.88471069269,592.7295532226562,241.72955322265625,254.22955322265625,542.7295532226562,540
14,4,9294.319073004002,555.3861083984375,204.3861083984375,327.0861083984375,505.3861083984375,426
14,5,7996.206910845728,602.8875122070312,251.88751220703125,407.88751220703125,552.8875122070312,383
14,6,8596.657308335378,606.662109375,255.662109375,291.862109375,556.662109375,312
14,7,9684.640719404892,580.8557739257812,229.85577392578125,232.35577392578125,530.8557739257812,415
14,8,10975.508842233858,592.4922485351562,241.49224853515625,321.5922485351563,542.4922485351562,523
14,9,6315.671828574573,552.7727966308594,201.77279663085938,322.7727966308594,502.7727966308594,287
14,10,1753.2001641815993,537.5635681152344,186.56356811523438,185.96356811523435,487.5635681152344,79
14,11,7128.15504301,618.5668334960938,267.56683349609375,406.4668334960937,568.5668334960938,325
14,12,5454.829145664104,531.1858215332031,180.18582153320312,251.3858215332031,481.1858215332031,180
14,13,3127.4329177558398,533.2603149414062,182.26031494140625,181.56031494140626,483.26031494140625,138
14,15,10557.270162790162,628.795166015625,277.795166015625,154.295166015625,578.795166015625,488
15,0,6009.764892220415,571.7992553710938,97.29925537109375,444.09925537109376,521.7992553710938,286
15,1,5501.2796629594595,597.315185546875,122.815185546875,413.315185546875,547.315185546875,241
15,2,7166.81935496363,643.7526245117188,169.25262451171875,424.25262451171875,593.7526245117188,314
15,3,2616.9607414636516,487.89886474609375,13.39886474609375,149.39886474609375,437.89886474609375,119
15,4,5649.854646912051,691.2510375976562,216.75103759765625,462.95103759765624,641.2510375976562,267
15,5,3756.100728998738,618.6133422851562,144.11334228515625,423.61334228515625,568.6133422851562,154
15,6,4684.467491284072,651.2601318359375,176.7601318359375,336.4601318359375,601.2601318359375,177
15,7,2219.350975741213,502.918212890625,28.418212890625,154.418212890625,452.918212890625,74
15,8,3929.3323094625107,710.450927734375,235.950927734375,439.550927734375,660.450927734375,182
15,9,6364.775032059946,582.3267822265625,107.8267822265625,352.3267822265625,532.3267822265625,244
15,10,9197.582059770937,618.3262329101562,143.82623291015625,266.7262329101562,568.3262329101562,410
15,11,3461.755516771227,588.7306518554688,114.23065185546875,376.6306518554687,538.7306518554688,164
15,12,9320.58771850482,584.7462158203125,110.2462158203125,304.9462158203125,534.7462158203125,345
15,13,8350.811075889993,579.7706298828125,105.2706298828125,228.0706298828125,529.7706298828125,351
15,14,10557.270162790162,628.795166015625,154.295166015625,277.795166015625,578.795166015625,488
